Densidade de Picos,Tempo (s)
10.26291512915129,8.6720
10.225183823529411,8.7040
10.187728937728936,8.7360
10.150547445255473,8.7680
10.227272727272727,8.8000
10.190217391304348,8.8320
10.153429602888085,8.8640
10.116906474820142,8.8960
10.192652329749103,8.9280
10.156249999999998,8.9600
10.120106761565836,8.9920
10.084219858156027,9.0240
10.048586572438161,9.0560
10.123239436619718,9.0880
10.087719298245613,9.1200
10.052447552447552,9.1520
10.126306620209059,9.1840
10.091145833333332,9.2160
10.056228373702421,9.2480
10.129310344827585,9.2800
10.094501718213056,9.3120
10.059931506849313,9.3440
10.025597269624573,9.3760
9.991496598639454,9.4080
9.957627118644066,9.4400
10.029560810810809,9.4720
9.995791245791244,9.5040
10.067114093959733,9.5360
10.033444816053512,9.5680
10.0,9.6000
9.966777408637874,9.6320
9.933774834437086,9.6640
9.900990099009901,9.6960
9.868421052631579,9.7280
9.836065573770492,9.7600
9.906045751633988,9.7920
9.873778501628665,9.8240
9.943181818181818,9.8560
9.911003236245955,9.8880
9.879032258064516,9.9200
9.94774919614148,9.9520
9.915865384615385,9.9840
9.884185303514377,10.0160
9.952229299363058,10.0480
9.920634920634921,10.0800
9.889240506329115,10.1120
9.956624605678233,10.1440
9.925314465408805,10.1760
9.894200626959247,10.2080
9.9609375,10.2400
10.027258566978192,10.2720
9.99611801242236,10.3040
9.965170278637771,10.3360
9.934413580246913,10.3680
10.0,10.4000
9.969325153374232,10.4320
9.938837920489297,10.4640
10.003810975609756,10.4960
10.068389057750759,10.5280
10.037878787878787,10.5600
10.007552870090635,10.5920
9.977409638554215,10.6240
9.947447447447447,10.6560
10.011227544910179,10.6880
9.981343283582088,10.7200
10.044642857142856,10.7520
10.014836795252226,10.7840
9.985207100591715,10.8160
10.047935103244837,10.8480
10.018382352941176,10.8800
9.989002932551319,10.9120
10.051169590643275,10.9440
10.021865889212828,10.9760
9.992732558139535,11.0080
9.963768115942027,11.0400
9.934971098265896,11.0720
9.906340057636887,11.1040
9.967672413793103,11.1360
9.939111747851001,11.1680
9.999999999999998,11.2000
9.97150997150997,11.2320
9.943181818181817,11.2640
9.915014164305948,11.2960
9.975282485875706,11.3280
9.947183098591548,11.3600
10.007022471910112,11.3920
9.978991596638654,11.4240
9.951117318435752,11.4560
10.010445682451252,11.4880
9.982638888888888,11.5200
9.954986149584487,11.5520
9.927486187845302,11.5840
9.986225895316803,11.6160
9.95879120879121,11.6480
9.931506849315069,11.6800
9.904371584699454,11.7120
9.877384196185286,11.7440
9.85054347826087,11.7760
9.908536585365853,11.8080
9.881756756756756,11.8400
9.939353099730459,11.8720
9.91263440860215,11.9040
9.886058981233244,11.9360
9.943181818181818,11.9680
9.916666666666666,12.0000
9.97340425531915,12.0320
9.946949602122016,12.0640
9.920634920634921,12.0960
9.976912928759894,12.1280
9.950657894736842,12.1600
10.006561679790027,12.1920
9.980366492146597,12.2240
9.954308093994777,12.2560
10.009765625,12.2880
9.983766233766234,12.3200
9.957901554404145,12.3520
9.932170542635658,12.3840
9.906572164948454,12.4160
9.961439588688945,12.4480
9.935897435897436,12.4800
9.910485933503836,12.5120
9.885204081632653,12.5440
9.860050890585242,12.5760
9.83502538071066,12.6080
9.889240506329113,12.6400
9.864267676767676,12.6720
9.918136020151133,12.7040
9.89321608040201,12.7360
9.868421052631579,12.7680
9.921875,12.8000
9.97506234413965,12.8320
9.950248756218905,12.8640
9.925558312655086,12.8960
9.978341584158414,12.9280
9.953703703703702,12.9600
10.00615763546798,12.9920
9.981572481572481,13.0240
9.957107843137255,13.0560
9.932762836185818,13.0880
9.984756097560975,13.1200
9.960462287104622,13.1520
9.936286407766989,13.1840
9.912227602905569,13.2160
9.88828502415459,13.2480
9.8644578313253,13.2800
9.840745192307692,13.3120
9.892086330935252,13.3440
9.943181818181817,13.3760
9.919451073985678,13.4080
9.970238095238095,13.4400
9.946555819477434,13.4720
9.922985781990521,13.5040
9.899527186761228,13.5360
9.949882075471697,13.5680
9.926470588235293,13.6000
9.903169014084506,13.6320
9.879976580796251,13.6640
9.856892523364484,13.6960
9.906759906759905,13.7280
9.883720930232558,13.7600
9.860788863109049,13.7920
9.910300925925926,13.8240
9.959584295612009,13.8560
9.93663594470046,13.8880
9.913793103448276,13.9200
9.89105504587156,13.9520
9.939931350114417,13.9840
9.917237442922374,14.0160
9.894646924829157,14.0480
9.872159090909092,14.0800
9.849773242630386,14.1120
9.89819004524887,14.1440
9.875846501128668,14.1760
9.923986486486486,14.2080
9.901685393258427,14.2400
9.949551569506726,14.2720
9.927293064876958,14.3040
9.905133928571429,14.3360
9.883073496659243,14.3680
9.86111111111111,14.4000
9.908536585365853,14.4320
9.886615044247787,14.4640
9.933774834437086,14.4960
9.911894273127754,14.5280
9.89010989010989,14.5600
9.936951754385964,14.5920
9.915207877461706,14.6240
9.893558951965066,14.6560
9.940087145969498,14.6880
9.98641304347826,14.7200
9.964750542299349,14.7520
9.943181818181818,14.7840
9.989200863930884,14.8160
9.967672413793103,14.8480
9.946236559139784,14.8800
9.92489270386266,14.9120
9.970556745182012,14.9440
9.949252136752136,14.9760
9.928038379530916,15.0080
9.973404255319148,15.0400
9.952229299363056,15.0720
9.931144067796609,15.1040
9.91014799154334,15.1360
9.955168776371307,15.1680
10.0,15.2000
9.978991596638656,15.2320
9.958071278825996,15.2640
10.002615062761505,15.2960
9.981732776617953,15.3280
9.9609375,15.3600
10.005197505197504,15.3920
9.984439834024895,15.4240
9.963768115942027,15.4560
10.007747933884296,15.4880
9.987113402061855,15.5200
9.96656378600823,15.5520
10.010266940451745,15.5840
10.053790983606557,15.6160
10.03323108384458,15.6480
10.012755102040815,15.6800
10.05600814663951,15.7120
10.035569105691057,15.7440
10.01521298174442,15.7760
10.0581983805668,15.8080
10.037878787878787,15.8400
10.080645161290322,15.8720
10.060362173038229,15.9040
10.040160642570282,15.9360
10.082665330661323,15.9680
10.0625,16.0000
10.042415169660678,16.0320
10.084661354581673,16.0640
10.064612326043738,16.0960
10.044642857142858,16.1280
10.086633663366337,16.1600
10.066699604743082,16.1920
10.046844181459566,16.2240
10.088582677165354,16.2560
10.068762278978388,16.2880
10.049019607843137,16.3200
10.029354207436398,16.3520
10.009765625,16.3840
10.051169590643275,16.4160
10.031614785992218,16.4480
10.012135922330097,16.4800
9.992732558139535,16.5120
10.03384912959381,16.5440
10.014478764478763,16.5760
10.055394990366088,16.6080
10.036057692307692,16.6400
10.076775431861805,16.6720
10.057471264367816,16.7040
10.038240917782026,16.7360
10.01908396946565,16.7680
10.0,16.8000
10.040399239543726,16.8320
10.080645161290322,16.8640
10.06155303030303,16.8960
10.042533081285443,16.9280
10.08254716981132,16.9600
10.063559322033898,16.9920
10.103383458646617,17.0240
10.084427767354596,17.0560
10.065543071161049,17.0880
10.105140186915888,17.1200
10.086287313432836,17.1520
10.067504655493481,17.1840
10.048791821561338,17.2160
10.088126159554731,17.2480
10.069444444444445,17.2800
10.05083179297597,17.3120
10.089944649446494,17.3440
10.071362799263351,17.3760
10.110294117647058,17.4080
10.091743119266054,17.4400
10.130494505494505,17.4720
10.111974405850091,17.5040
10.093521897810218,17.5360
10.132058287795992,17.5680
10.113636363636363,17.6000
10.095281306715062,17.6320
10.076992753623188,17.6640
10.115280289330922,17.6960
10.097021660649819,17.7280
10.135135135135135,17.7600
10.116906474820142,17.7920
10.098743267504487,17.8240
10.136648745519713,17.8560
10.118515205724506,17.8880
10.156249999999998,17.9200
10.138146167557931,17.9520
10.120106761565836,17.9840
10.102131438721136,18.0160
10.139627659574467,18.0480
10.121681415929203,18.0800
10.103798586572436,18.1120
10.085978835978835,18.1440
10.123239436619718,18.1760
10.105448154657292,18.2080
10.142543859649122,18.2400
10.12478108581436,18.2720
10.161713286713285,18.3040
10.143979057591622,18.3360
10.18074912891986,18.3680
10.16304347826087,18.4000
10.145399305555554,18.4320
10.181975736568456,18.4640
10.164359861591695,18.4960
10.200777202072537,18.5280
10.183189655172413,18.5600
10.165662650602409,18.5920
10.20189003436426,18.6240
10.184391080617495,18.6560
10.16695205479452,18.6880
10.202991452991451,18.7200
10.185580204778155,18.7520
10.16822827938671,18.7840
10.20408163265306,18.8160
10.186757215619693,18.8480
10.169491525423727,18.8800
10.15228426395939,18.9120
10.135135135135133,18.9440
10.11804384485666,18.9760
10.1010101010101,19.0080
10.13655462184874,19.0400
10.119546979865772,19.0720
10.102596314907872,19.1040
10.085702341137123,19.1360
10.121035058430719,19.1680
10.104166666666668,19.2000
10.087354409317804,19.2320
10.122508305647841,19.2640
10.105721393034827,19.2960
10.088990066225167,19.3280
10.12396694214876,19.3600
10.107260726072608,19.3920
10.090609555189456,19.4240
10.125411184210527,19.4560
10.108784893267652,19.4880
10.092213114754099,19.5200
10.12684124386252,19.5520
10.11029411764706,19.5840
10.144779771615008,19.6160
10.128257328990228,19.6480
10.111788617886178,19.6800
10.095373376623376,19.7120
10.12965964343598,19.7440
10.11326860841424,19.7760
10.147415185783522,19.8080
10.131048387096774,19.8400
10.165056360708535,19.8720
10.14871382636656,19.9040
10.132423756019262,19.9360
10.116185897435898,19.9680
10.15,20.0000
10.133785942492013,20.0320
10.167464114832535,20.0640
10.151273885350319,20.0960
10.184817170111288,20.1280
10.168650793650794,20.1600
10.202060221870047,20.1920
10.185917721518987,20.2240
10.169826224328594,20.2560
10.20307570977918,20.2880
10.187007874015748,20.3200
10.170990566037736,20.3520
10.15502354788069,20.3840
10.1391065830721,20.4160
10.172143974960877,20.4480
10.15625,20.4800
10.14040561622465,20.5120
10.12461059190031,20.5440
10.15746500777605,20.5760
10.141692546583851,20.6080
10.125968992248062,20.6400
10.158668730650154,20.6720
10.142967542503865,20.7040
10.127314814814815,20.7360
10.11171032357473,20.7680
10.144230769230768,20.8000
10.128648233486944,20.8320
10.113113496932515,20.8640
10.097626339969372,20.8960
10.082186544342507,20.9280
10.06679389312977,20.9600
10.051448170731707,20.9920
10.083713850837139,21.0240
10.068389057750759,21.0560
10.053110773899848,21.0880
10.037878787878787,21.1200
10.069969742813917,21.1520
10.0547583081571,21.1840
10.039592760180994,21.2160
10.071536144578312,21.2480
10.056390977443609,21.2800
10.04129129129129,21.3120
10.02623688155922,21.3440
10.058008982035927,21.3760
10.042974588938714,21.4080
10.027985074626866,21.4400
10.059612518628912,21.4720
10.044642857142856,21.5040
10.076151560178305,21.5360
10.061201780415429,21.5680
10.046296296296296,21.6000
10.07766272189349,21.6320
10.062776957163958,21.6640
10.094026548672566,21.6960
10.079160530191457,21.7280
10.110294117647058,21.7600
10.095447870778267,21.7920
10.126466275659823,21.8240
10.111639824304538,21.8560
10.096856725146198,21.8880
10.127737226277372,21.9200
10.112973760932944,21.9520
10.143740902474526,21.9840
10.128997093023255,22.0160
10.15965166908563,22.0480
10.144927536231883,22.0800
10.17547033285094,22.1120
10.160765895953757,22.1440
10.19119769119769,22.1760
10.176512968299711,22.2080
10.161870503597122,22.2400
10.147270114942527,22.2720
10.177546628407459,22.3040
10.162965616045843,22.3360
10.148426323319025,22.3680
10.178571428571427,22.4000
10.164051355206846,22.4320
10.149572649572649,22.4640
10.17958748221906,22.4960
10.16512784090909,22.5280
10.150709219858156,22.5600
10.136331444759206,22.5920
10.121994342291371,22.6240
10.107697740112993,22.6560
10.137517630465442,22.6880
10.123239436619718,22.7200
10.10900140646976,22.7520
10.138693820224718,22.7840
10.124474053295932,22.8160
10.110294117647058,22.8480
10.096153846153845,22.8800
10.125698324022345,22.9120
10.1115760111576,22.9440
10.097493036211699,22.9760
10.083449235048677,23.0080
10.112847222222221,23.0400
10.09882108183079,23.0720
10.08483379501385,23.1040
10.114107883817427,23.1360
10.10013812154696,23.1680
10.086206896551722,23.2000
10.072314049586776,23.2320
10.058459422283356,23.2640
10.044642857142858,23.2960
10.030864197530864,23.3280
10.059931506849315,23.3600
10.046169630642956,23.3920
10.032445355191257,23.4240
10.018758526603001,23.4560
10.047683923705723,23.4880
10.076530612244898,23.5200
10.062839673913043,23.5520
10.049185888738128,23.5840
10.035569105691057,23.6160
10.06427604871448,23.6480
10.050675675675675,23.6800
10.079284750337383,23.7120
10.065700808625337,23.7440
10.052153432032302,23.7760
10.03864247311828,23.8080
10.06711409395973,23.8400
10.053619302949063,23.8720
10.040160642570282,23.9040
10.026737967914439,23.9360
10.055073431241656,23.9680
10.083333333333334,24.0000
10.069906790945407,24.0320
10.098071808510639,24.0640
10.084661354581673,24.0960
10.071286472148541,24.1280
10.05794701986755,24.1600
10.085978835978835,24.1920
10.072655217965654,24.2240
10.100593667546175,24.2560
10.087285902503293,24.2880
10.074013157894736,24.3200
10.101839684625492,24.3520
10.088582677165354,24.3840
10.075360419397116,24.4160
10.06217277486911,24.4480
10.049019607843137,24.4800
10.035900783289817,24.5120
10.063559322033898,24.5440
10.050455729166666,24.5760
10.078023407022107,24.6080
10.064935064935066,24.6400
10.051880674448768,24.6720
10.079339378238341,24.7040
10.066300129366105,24.7360
10.053294573643411,24.7680
10.04032258064516,24.8000
10.027384020618557,24.8320
10.054697554697555,24.8640
10.041773778920309,24.8960
10.028883183568677,24.9280
10.056089743589743,24.9600
10.043213828425095,24.9920
10.03037084398977,25.0240
10.017560664112388,25.0560
10.004783163265305,25.0880
9.992038216560509,25.1200
9.979325699745546,25.1520
10.006353240152478,25.1840
9.993654822335024,25.2160
9.980988593155892,25.2480
10.007911392405063,25.2800
9.995259165613147,25.3120
9.98263888888889,25.3440
10.009457755359394,25.3760
9.996851385390428,25.4080
10.023584905660377,25.4400
10.050251256281406,25.4720
10.037641154328732,25.5040
10.025062656641603,25.5360
10.05162703379224,25.5680
10.0390625,25.6000
10.065543071161049,25.6320
10.052992518703242,25.6640
10.040473225404732,25.6960
10.066853233830845,25.7280
10.054347826086955,25.7600
10.041873449131513,25.7920
10.06815365551425,25.8240
10.05569306930693,25.8560
10.081891223733003,25.8880
10.069444444444445,25.9200
10.05702836004932,25.9520
10.083128078817733,25.9840
10.070725707257072,26.0160
10.058353808353807,26.0480
10.084355828220858,26.0800
10.071997549019606,26.1120
10.059669522643818,26.1440
10.047371638141808,26.1760
10.073260073260073,26.2080
10.060975609756097,26.2400
10.04872107186358,26.2720
10.036496350364963,26.3040
10.062272174969623,26.3360
10.050060679611649,26.3680
10.075757575757574,26.4000
10.063559322033898,26.4320
10.051390568319226,26.4640
10.039251207729468,26.4960
10.02714113389626,26.5280
10.015060240963855,26.5600
10.00300842358604,26.5920
9.990985576923077,26.6240
10.016506602641055,26.6560
10.004496402877697,26.6880
9.99251497005988,26.7200
10.017942583732056,26.7520
10.005973715651134,26.7840
10.0313245823389,26.8160
10.019368295589986,26.8480
10.044642857142856,26.8800
10.03269916765755,26.9120
10.057897862232778,26.9440
10.045966785290627,26.9760
10.071090047393364,27.0080
10.059171597633135,27.0400
10.047281323877067,27.0720
10.072314049586776,27.1040
10.060436320754716,27.1360
10.048586572438161,27.1680
10.036764705882351,27.2000
10.061692126909517,27.2320
10.04988262910798,27.2640
10.074736225087923,27.2960
10.062939110070257,27.3280
10.051169590643275,27.3600
10.07593457943925,27.3920
10.064177362893815,27.4240
10.052447552447552,27.4560
10.077124563445867,27.4880
10.065406976744185,27.5200
10.090011614401858,27.5520
10.07830626450116,27.5840
10.066628041714948,27.6160
10.091145833333334,27.6480
10.079479768786127,27.6800
10.06784064665127,27.7120
10.056228373702423,27.7440
10.080645161290322,27.7760
10.06904487917146,27.8080
10.093390804597702,27.8400
10.081802525832376,27.8720
10.070240825688073,27.9040
10.058705612829325,27.9360
10.047196796338673,27.9680
10.071428571428571,28.0000
10.059931506849315,28.0320
10.084093500570125,28.0640
10.072608200455582,28.0960
10.061149032992036,28.1280
10.085227272727273,28.1600
10.07377979568672,28.1920
10.097789115646258,28.2240
10.086353340883353,28.2560
10.110294117647058,28.2880
10.098870056497175,28.3200
10.087471783295712,28.3520
10.076099210823,28.3840
10.099943693693694,28.4160
10.088582677165354,28.4480
10.077247191011235,28.4800
10.065937149270482,28.5120
10.089686098654708,28.5440
10.078387458006718,28.5760
10.06711409395973,28.6080
10.090782122905027,28.6400
10.079520089285714,28.6720
10.068283166109254,28.7040
10.05707126948775,28.7360
10.080645161290322,28.7680
10.069444444444445,28.8000
10.092952275249722,28.8320
10.081762749445677,28.8640
10.070598006644518,28.8960
10.05945796460177,28.9280
10.082872928176796,28.9600
10.071743929359823,28.9920
10.0606394707828,29.0240
10.08397577092511,29.0560
10.072882288228822,29.0880
10.061813186813186,29.1200
10.050768386388583,29.1520
10.039747807017543,29.1840
10.062979189485214,29.2160
10.051969365426695,29.2480
10.040983606557377,29.2800
10.064137554585152,29.3120
10.053162486368592,29.3440
10.076252723311546,29.3760
10.065288356909685,29.4080
10.054347826086955,29.4400
10.077361563517915,29.4720
10.066431670281995,29.5040
10.055525460455037,29.5360
10.078463203463203,29.5680
10.067567567567567,29.6000
10.05669546436285,29.6320
10.079557713052859,29.6640
10.068696120689655,29.6960
10.057857911733045,29.7280
10.047043010752688,29.7600
10.03625134264232,29.7920
10.05901287553648,29.8240
10.048231511254018,29.8560
10.037473233404711,29.8880
10.026737967914437,29.9200
10.049412393162392,29.9520
10.072038420490928,29.9840
10.061300639658848,30.0160
10.050585729499467,30.0480
10.039893617021276,30.0800
10.062433581296492,30.1120
10.051751592356688,30.1440
10.041092258748673,30.1760
10.030455508474576,30.2080
10.019841269841269,30.2400
10.042283298097251,30.2720
10.03167898627244,30.3040
10.021097046413502,30.3360
10.010537407797681,30.3680
10.032894736842104,30.4000
10.022344900105152,30.4320
10.011817226890756,30.4640
10.034102833158446,30.4960
10.023584905660377,30.5280
10.013089005235601,30.5600
10.035303347280333,30.5920
10.024817136886101,30.6240
10.014352818371608,30.6560
10.036496350364963,30.6880
10.026041666666666,30.7200
10.0156087408949,30.7520
10.037681912681911,30.7840
10.027258566978192,30.8160
10.049273858921161,30.8480
10.038860103626941,30.8800
10.028467908902691,30.9120
10.018097207859357,30.9440
10.007747933884296,30.9760
9.997420020639835,31.0080
10.019329896907216,31.0400
10.041194644696189,31.0720
10.030864197530864,31.1040
10.020554984583761,31.1360
10.042351129363448,31.1680
10.032051282051281,31.2000
10.021772540983605,31.2320
10.011514841351074,31.2640
10.03323108384458,31.2960
10.022982635342185,31.3280
10.012755102040815,31.3600
10.002548419979611,31.3920
9.992362525458248,31.4240
10.013987792472024,31.4560
10.003810975609754,31.4880
9.993654822335024,31.5200
10.01521298174442,31.5520
10.005065856129685,31.5840
10.02656882591093,31.6160
10.016430738119311,31.6480
10.037878787878787,31.6800
10.027749747729565,31.7120
10.04914314516129,31.7440
10.039023162134944,31.7760
10.060362173038229,31.8080
10.050251256281408,31.8400
10.071536144578314,31.8720
10.061434302908726,31.9040
10.051352705410821,31.9360
10.072572572572573,31.9680
10.0625,32.0000
10.052447552447552,32.0320
10.073602794411178,32.0640
10.063559322033898,32.0960
10.084661354581673,32.1280
10.074626865671641,32.1600
10.095675944333996,32.1920
10.085650446871895,32.2240
10.106646825396826,32.2560
10.09663032705649,32.2880
10.086633663366337,32.3200
10.107566765578634,32.3520
10.097579051383399,32.3840
10.118460019743335,32.4160
10.108481262327416,32.4480
10.129310344827585,32.4800
10.119340551181102,32.5120
10.140117994100294,32.5440
10.130157170923379,32.5760
10.120215897939154,32.6080
10.110294117647058,32.6400
10.100391772771792,32.6720
10.09050880626223,32.7040
10.111192570869989,32.7360
10.101318359375,32.7680
10.091463414634145,32.8000
10.112085769980506,32.8320
10.102239532619278,32.8640
10.122811284046692,32.8960
10.112973760932944,32.9280
10.133495145631068,32.9600
10.153976721629485,32.9920
10.144137596899224,33.0240
10.134317521781218,33.0560
10.154738878143133,33.0880
10.144927536231883,33.1200
10.135135135135135,33.1520
10.125361620057857,33.1840
10.115606936416185,33.2160
10.135948026948988,33.2480
10.126201923076923,33.2800
10.116474543707971,33.3120
10.136756238003839,33.3440
10.127037392138062,33.3760
10.117337164750957,33.4080
10.137559808612439,33.4400
10.127868068833651,33.4720
10.148042024832854,33.5040
10.138358778625953,33.5360
10.128693994280265,33.5680
10.148809523809524,33.6000
10.139153187440531,33.6320
10.129515209125476,33.6640
10.119895536562202,33.6960
10.139943074003794,33.7280
10.1303317535545,33.7600
10.120738636363637,33.7920
10.111163670766318,33.8240
10.131143667296787,33.8560
10.121576959395657,33.8880
10.141509433962264,33.9200
10.131950989632422,33.9520
10.12241054613936,33.9840
10.142285983066792,34.0160
10.132753759398495,34.0480
10.152582159624414,34.0800
10.143058161350844,34.1120
10.133552014995315,34.1440
10.153323970037453,34.1760
10.143826005612723,34.2080
10.134345794392523,34.2400
10.154061624649861,34.2720
10.144589552238806,34.3040
10.135135135135135,34.3360
10.125698324022347,34.3680
10.116279069767442,34.4000
10.13592007434944,34.4320
10.126508820798515,34.4640
10.117115027829312,34.4960
10.107738646895275,34.5280
10.127314814814815,34.5600
10.117946345975948,34.5920
10.108595194085026,34.6240
10.099261311172668,34.6560
10.089944649446494,34.6880
10.080645161290322,34.7200
10.071362799263351,34.7520
10.062097516099357,34.7840
10.052849264705882,34.8160
10.072314049586778,34.8480
10.063073394495412,34.8800
10.053849679193402,34.9120
10.073260073260073,34.9440
10.064043915827996,34.9760
10.054844606946983,35.0080
10.045662100456621,35.0400
10.036496350364963,35.0720
10.055834092980858,35.1040
10.04667577413479,35.1360
10.06596906278435,35.1680
10.056818181818182,35.2000
10.047683923705723,35.2320
10.066923774954628,35.2640
10.057796917497734,35.2960
10.048686594202898,35.3280
10.039592760180996,35.3600
10.030515370705244,35.3920
10.049683830171634,35.4240
10.040613718411551,35.4560
10.059738503155996,35.4880
10.050675675675675,35.5200
10.041629162916292,35.5520
10.06070143884892,35.5840
10.051662174303685,35.6160
10.042639138240574,35.6480
10.033632286995516,35.6800
10.052643369175627,35.7120
10.043643688451208,35.7440
10.062611806797852,35.7760
10.053619302949063,35.8080
10.044642857142856,35.8400
10.035682426404996,35.8720
10.026737967914437,35.9040
10.017809439002672,35.9360
10.036699288256226,35.9680
10.027777777777779,36.0000
10.046625222024867,36.0320
10.065439219165928,36.0640
10.056515957446807,36.0960
10.047608503100088,36.1280
