Numero de Picos,Tempo (s)
647,65.2160
648,65.2480
648,65.2800
648,65.3120
649,65.3440
649,65.3760
649,65.4080
649,65.4400
650,65.4720
650,65.5040
651,65.5360
651,65.5680
651,65.6000
652,65.6320
652,65.6640
653,65.6960
653,65.7280
654,65.7600
654,65.7920
655,65.8240
655,65.8560
655,65.8880
656,65.9200
657,65.9520
657,65.9840
657,66.0160
657,66.0480
657,66.0800
657,66.1120
657,66.1440
658,66.1760
658,66.2080
659,66.2400
659,66.2720
659,66.3040
659,66.3360
660,66.3680
660,66.4000
660,66.4320
660,66.4640
661,66.4960
661,66.5280
661,66.5600
661,66.5920
662,66.6240
662,66.6560
663,66.6880
663,66.7200
663,66.7520
664,66.7840
664,66.8160
665,66.8480
665,66.8800
666,66.9120
667,66.9440
667,66.9760
667,67.0080
668,67.0400
668,67.0720
669,67.1040
669,67.1360
670,67.1680
670,67.2000
670,67.2320
671,67.2640
671,67.2960
671,67.3280
671,67.3600
671,67.3920
672,67.4240
672,67.4560
673,67.4880
673,67.5200
674,67.5520
674,67.5840
674,67.6160
675,67.6480
675,67.6800
675,67.7120
675,67.7440
676,67.7760
676,67.8080
676,67.8400
677,67.8720
677,67.9040
678,67.9360
678,67.9680
679,68.0000
679,68.0320
680,68.0640
680,68.0960
680,68.1280
680,68.1600
680,68.1920
681,68.2240
681,68.2560
682,68.2880
682,68.3200
682,68.3520
683,68.3840
684,68.4160
684,68.4480
685,68.4800
685,68.5120
685,68.5440
685,68.5760
686,68.6080
686,68.6400
687,68.6720
687,68.7040
687,68.7360
687,68.7680
688,68.8000
688,68.8320
689,68.8640
689,68.8960
690,68.9280
690,68.9600
690,68.9920
690,69.0240
690,69.0560
691,69.0880
691,69.1200
692,69.1520
692,69.1840
693,69.2160
693,69.2480
694,69.2800
694,69.3120
694,69.3440
695,69.3760
695,69.4080
696,69.4400
696,69.4720
696,69.5040
696,69.5360
697,69.5680
697,69.6000
697,69.6320
697,69.6640
698,69.6960
698,69.7280
698,69.7600
699,69.7920
699,69.8240
699,69.8560
700,69.8880
700,69.9200
701,69.9520
701,69.9840
701,70.0160
702,70.0480
702,70.0800
702,70.1120
702,70.1440
703,70.1760
703,70.2080
703,70.2400
704,70.2720
704,70.3040
704,70.3360
705,70.3680
705,70.4000
705,70.4320
706,70.4640
706,70.4960
707,70.5280
707,70.5600
708,70.5920
708,70.6240
708,70.6560
709,70.6880
709,70.7200
709,70.7520
709,70.7840
709,70.8160
709,70.8480
710,70.8800
710,70.9120
710,70.9440
710,70.9760
710,71.0080
710,71.0400
711,71.0720
711,71.1040
711,71.1360
711,71.1680
711,71.2000
711,71.2320
712,71.2640
712,71.2960
713,71.3280
713,71.3600
713,71.3920
714,71.4240
714,71.4560
715,71.4880
715,71.5200
715,71.5520
716,71.5840
716,71.6160
717,71.6480
717,71.6800
718,71.7120
718,71.7440
718,71.7760
718,71.8080
718,71.8400
718,71.8720
719,71.9040
719,71.9360
719,71.9680
719,72.0000
720,72.0320
720,72.0640
721,72.0960
721,72.1280
721,72.1600
721,72.1920
722,72.2240
722,72.2560
723,72.2880
723,72.3200
723,72.3520
723,72.3840
723,72.4160
724,72.4480
724,72.4800
724,72.5120
724,72.5440
724,72.5760
725,72.6080
725,72.6400
725,72.6720
726,72.7040
726,72.7360
727,72.7680
727,72.8000
727,72.8320
728,72.8640
728,72.8960
729,72.9280
730,72.9600
730,72.9920
730,73.0240
730,73.0560
730,73.0880
731,73.1200
731,73.1520
731,73.1840
732,73.2160
732,73.2480
732,73.2800
733,73.3120
733,73.3440
733,73.3760
733,73.4080
733,73.4400
734,73.4720
734,73.5040
735,73.5360
735,73.5680
735,73.6000
735,73.6320
736,73.6640
736,73.6960
736,73.7280
737,73.7600
737,73.7920
737,73.8240
738,73.8560
738,73.8880
738,73.9200
739,73.9520
739,73.9840
740,74.0160
740,74.0480
740,74.0800
741,74.1120
741,74.1440
742,74.1760
742,74.2080
742,74.2400
742,74.2720
742,74.3040
743,74.3360
743,74.3680
743,74.4000
743,74.4320
744,74.4640
744,74.4960
744,74.5280
745,74.5600
745,74.5920
746,74.6240
746,74.6560
747,74.6880
747,74.7200
747,74.7520
747,74.7840
748,74.8160
748,74.8480
749,74.8800
749,74.9120
749,74.9440
749,74.9760
750,75.0080
750,75.0400
751,75.0720
751,75.1040
751,75.1360
752,75.1680
752,75.2000
753,75.2320
753,75.2640
753,75.2960
754,75.3280
755,75.3600
755,75.3920
755,75.4240
755,75.4560
755,75.4880
756,75.5200
756,75.5520
756,75.5840
756,75.6160
757,75.6480
757,75.6800
758,75.7120
758,75.7440
758,75.7760
759,75.8080
759,75.8400
759,75.8720
760,75.9040
760,75.9360
760,75.9680
761,76.0000
761,76.0320
762,76.0640
762,76.0960
762,76.1280
762,76.1600
763,76.1920
763,76.2240
763,76.2560
764,76.2880
764,76.3200
765,76.3520
765,76.3840
765,76.4160
766,76.4480
766,76.4800
766,76.5120
767,76.5440
767,76.5760
767,76.6080
768,76.6400
768,76.6720
768,76.7040
768,76.7360
768,76.7680
769,76.8000
769,76.8320
770,76.8640
770,76.8960
770,76.9280
771,76.9600
771,76.9920
772,77.0240
772,77.0560
773,77.0880
773,77.1200
774,77.1520
774,77.1840
775,77.2160
775,77.2480
775,77.2800
776,77.3120
776,77.3440
776,77.3760
776,77.4080
777,77.4400
777,77.4720
777,77.5040
777,77.5360
777,77.5680
777,77.6000
777,77.6320
777,77.6640
778,77.6960
778,77.7280
779,77.7600
779,77.7920
780,77.8240
780,77.8560
780,77.8880
781,77.9200
782,77.9520
782,77.9840
783,78.0160
783,78.0480
784,78.0800
784,78.1120
784,78.1440
785,78.1760
785,78.2080
786,78.2400
786,78.2720
786,78.3040
787,78.3360
787,78.3680
787,78.4000
788,78.4320
788,78.4640
788,78.4960
789,78.5280
789,78.5600
789,78.5920
789,78.6240
789,78.6560
789,78.6880
789,78.7200
790,78.7520
790,78.7840
790,78.8160
791,78.8480
791,78.8800
791,78.9120
791,78.9440
792,78.9760
792,79.0080
793,79.0400
793,79.0720
793,79.1040
794,79.1360
794,79.1680
795,79.2000
795,79.2320
796,79.2640
796,79.2960
797,79.3280
797,79.3600
798,79.3920
798,79.4240
798,79.4560
799,79.4880
799,79.5200
800,79.5520
800,79.5840
800,79.6160
800,79.6480
800,79.6800
801,79.7120
801,79.7440
801,79.7760
801,79.8080
802,79.8400
802,79.8720
802,79.9040
803,79.9360
803,79.9680
804,80.0000
804,80.0320
804,80.0640
804,80.0960
805,80.1280
805,80.1600
805,80.1920
806,80.2240
806,80.2560
806,80.2880
806,80.3200
806,80.3520
806,80.3840
806,80.4160
807,80.4480
807,80.4800
807,80.5120
808,80.5440
808,80.5760
808,80.6080
809,80.6400
810,80.6720
810,80.7040
810,80.7360
810,80.7680
811,80.8000
811,80.8320
811,80.8640
812,80.8960
812,80.9280
813,80.9600
813,80.9920
813,81.0240
814,81.0560
814,81.0880
815,81.1200
815,81.1520
816,81.1840
816,81.2160
817,81.2480
817,81.2800
818,81.3120
818,81.3440
818,81.3760
818,81.4080
818,81.4400
819,81.4720
819,81.5040
819,81.5360
819,81.5680
820,81.6000
820,81.6320
820,81.6640
820,81.6960
821,81.7280
821,81.7600
821,81.7920
821,81.8240
822,81.8560
822,81.8880
822,81.9200
823,81.9520
823,81.9840
823,82.0160
823,82.0480
823,82.0800
823,82.1120
824,82.1440
824,82.1760
824,82.2080
825,82.2400
825,82.2720
825,82.3040
825,82.3360
826,82.3680
826,82.4000
827,82.4320
827,82.4640
827,82.4960
828,82.5280
828,82.5600
828,82.5920
828,82.6240
829,82.6560
829,82.6880
830,82.7200
830,82.7520
831,82.7840
832,82.8160
832,82.8480
832,82.8800
833,82.9120
833,82.9440
833,82.9760
834,83.0080
834,83.0400
835,83.0720
835,83.1040
835,83.1360
836,83.1680
836,83.2000
836,83.2320
837,83.2640
837,83.2960
837,83.3280
838,83.3600
838,83.3920
839,83.4240
839,83.4560
839,83.4880
840,83.5200
840,83.5520
840,83.5840
840,83.6160
841,83.6480
841,83.6800
842,83.7120
842,83.7440
842,83.7760
842,83.8080
843,83.8400
843,83.8720
843,83.9040
843,83.9360
844,83.9680
844,84.0000
845,84.0320
845,84.0640
846,84.0960
846,84.1280
846,84.1600
846,84.1920
847,84.2240
847,84.2560
848,84.2880
848,84.3200
848,84.3520
848,84.3840
849,84.4160
850,84.4480
850,84.4800
850,84.5120
851,84.5440
851,84.5760
851,84.6080
852,84.6400
852,84.6720
852,84.7040
853,84.7360
853,84.7680
853,84.8000
854,84.8320
854,84.8640
855,84.8960
855,84.9280
855,84.9600
855,84.9920
856,85.0240
856,85.0560
856,85.0880
857,85.1200
857,85.1520
857,85.1840
857,85.2160
858,85.2480
858,85.2800
859,85.3120
859,85.3440
859,85.3760
860,85.4080
860,85.4400
860,85.4720
860,85.5040
860,85.5360
860,85.5680
861,85.6000
861,85.6320
861,85.6640
862,85.6960
862,85.7280
862,85.7600
863,85.7920
863,85.8240
863,85.8560
863,85.8880
864,85.9200
864,85.9520
864,85.9840
864,86.0160
864,86.0480
864,86.0800
865,86.1120
865,86.1440
865,86.1760
865,86.2080
865,86.2400
865,86.2720
866,86.3040
866,86.3360
867,86.3680
867,86.4000
867,86.4320
867,86.4640
868,86.4960
868,86.5280
868,86.5600
868,86.5920
869,86.6240
869,86.6560
869,86.6880
870,86.7200
870,86.7520
870,86.7840
871,86.8160
871,86.8480
872,86.8800
872,86.9120
872,86.9440
873,86.9760
873,87.0080
873,87.0400
873,87.0720
873,87.1040
874,87.1360
874,87.1680
875,87.2000
875,87.2320
875,87.2640
876,87.2960
876,87.3280
876,87.3600
876,87.3920
876,87.4240
876,87.4560
877,87.4880
877,87.5200
877,87.5520
877,87.5840
878,87.6160
878,87.6480
879,87.6800
879,87.7120
880,87.7440
880,87.7760
880,87.8080
881,87.8400
881,87.8720
881,87.9040
881,87.9360
881,87.9680
882,88.0000
882,88.0320
882,88.0640
882,88.0960
882,88.1280
882,88.1600
882,88.1920
882,88.2240
882,88.2560
882,88.2880
882,88.3200
882,88.3520
883,88.3840
883,88.4160
884,88.4480
884,88.4800
884,88.5120
884,88.5440
885,88.5760
885,88.6080
886,88.6400
886,88.6720
886,88.7040
887,88.7360
887,88.7680
887,88.8000
888,88.8320
888,88.8640
889,88.8960
889,88.9280
889,88.9600
889,88.9920
889,89.0240
890,89.0560
890,89.0880
891,89.1200
891,89.1520
891,89.1840
891,89.2160
892,89.2480
892,89.2800
893,89.3120
893,89.3440
893,89.3760
894,89.4080
894,89.4400
894,89.4720
894,89.5040
895,89.5360
895,89.5680
895,89.6000
896,89.6320
896,89.6640
896,89.6960
896,89.7280
896,89.7600
897,89.7920
897,89.8240
898,89.8560
898,89.8880
899,89.9200
899,89.9520
899,89.9840
899,90.0160
899,90.0480
899,90.0800
900,90.1120
900,90.1440
901,90.1760
901,90.2080
901,90.2400
902,90.2720
902,90.3040
903,90.3360
903,90.3680
904,90.4000
904,90.4320
905,90.4640
905,90.4960
906,90.5280
906,90.5600
906,90.5920
906,90.6240
907,90.6560
907,90.6880
908,90.7200
908,90.7520
909,90.7840
909,90.8160
910,90.8480
910,90.8800
911,90.9120
911,90.9440
911,90.9760
911,91.0080
911,91.0400
911,91.0720
912,91.1040
912,91.1360
912,91.1680
913,91.2000
913,91.2320
913,91.2640
913,91.2960
913,91.3280
914,91.3600
914,91.3920
914,91.4240
915,91.4560
915,91.4880
915,91.5200
916,91.5520
916,91.5840
916,91.6160
916,91.6480
917,91.6800
917,91.7120
917,91.7440
917,91.7760
917,91.8080
917,91.8400
917,91.8720
918,91.9040
918,91.9360
918,91.9680
919,92.0000
919,92.0320
919,92.0640
920,92.0960
920,92.1280
920,92.1600
921,92.1920
921,92.2240
921,92.2560
922,92.2880
922,92.3200
922,92.3520
922,92.3840
922,92.4160
923,92.4480
923,92.4800
923,92.5120
924,92.5440
924,92.5760
924,92.6080
924,92.6400
924,92.6720
925,92.7040
925,92.7360
925,92.7680
926,92.8000
926,92.8320
926,92.8640
926,92.8960
927,92.9280
927,92.9600
928,92.9920
928,93.0240
929,93.0560
929,93.0880
929,93.1200
929,93.1520
930,93.1840
930,93.2160
930,93.2480
931,93.2800
931,93.3120
931,93.3440
931,93.3760
931,93.4080
931,93.4400
931,93.4720
932,93.5040
932,93.5360
932,93.5680
932,93.6000
932,93.6320
933,93.6640
933,93.6960
934,93.7280
935,93.7600
935,93.7920
935,93.8240
935,93.8560
936,93.8880
936,93.9200
936,93.9520
937,93.9840
937,94.0160
937,94.0480
937,94.0800
938,94.1120
938,94.1440
939,94.1760
939,94.2080
939,94.2400
940,94.2720
940,94.3040
940,94.3360
940,94.3680
940,94.4000
940,94.4320
941,94.4640
941,94.4960
941,94.5280
942,94.5600
942,94.5920
942,94.6240
943,94.6560
944,94.6880
944,94.7200
944,94.7520
944,94.7840
945,94.8160
945,94.8480
945,94.8800
946,94.9120
946,94.9440
947,94.9760
947,95.0080
947,95.0400
948,95.0720
948,95.1040
948,95.1360
949,95.1680
949,95.2000
950,95.2320
950,95.2640
950,95.2960
950,95.3280
951,95.3600
951,95.3920
952,95.4240
952,95.4560
952,95.4880
953,95.5200
953,95.5520
953,95.5840
954,95.6160
954,95.6480
954,95.6800
955,95.7120
955,95.7440
955,95.7760
955,95.8080
955,95.8400
956,95.8720
956,95.9040
957,95.9360
957,95.9680
958,96.0000
958,96.0320
959,96.0640
959,96.0960
960,96.1280
960,96.1600
961,96.1920
961,96.2240
961,96.2560
962,96.2880
962,96.3200
962,96.3520
962,96.3840
963,96.4160
963,96.4480
964,96.4800
964,96.5120
964,96.5440
965,96.5760
965,96.6080
966,96.6400
966,96.6720
966,96.7040
967,96.7360
967,96.7680
967,96.8000
967,96.8320
968,96.8640
968,96.8960
969,96.9280
969,96.9600
970,96.9920
970,97.0240
970,97.0560
971,97.0880
971,97.1200
971,97.1520
971,97.1840
971,97.2160
972,97.2480
973,97.2800
973,97.3120
974,97.3440
974,97.3760
974,97.4080
974,97.4400
974,97.4720
975,97.5040
975,97.5360
975,97.5680
975,97.6000
975,97.6320
975,97.6640
976,97.6960
976,97.7280
977,97.7600
977,97.7920
977,97.8240
977,97.8560
978,97.8880
978,97.9200
979,97.9520
979,97.9840
980,98.0160
980,98.0480
981,98.0800
981,98.1120
981,98.1440
981,98.1760
982,98.2080
982,98.2400
982,98.2720
982,98.3040
983,98.3360
983,98.3680
984,98.4000
984,98.4320
985,98.4640
985,98.4960
985,98.5280
986,98.5600
986,98.5920
986,98.6240
986,98.6560
987,98.6880
987,98.7200
988,98.7520
988,98.7840
988,98.8160
988,98.8480
988,98.8800
988,98.9120
989,98.9440
989,98.9760
990,99.0080
991,99.0400
991,99.0720
991,99.1040
991,99.1360
991,99.1680
992,99.2000
992,99.2320
993,99.2640
993,99.2960
993,99.3280
993,99.3600
994,99.3920
994,99.4240
994,99.4560
994,99.4880
994,99.5200
994,99.5520
994,99.5840
994,99.6160
995,99.6480
995,99.6800
995,99.7120
995,99.7440
995,99.7760
996,99.8080
996,99.8400
996,99.8720
997,99.9040
997,99.9360
997,99.9680
997,100.0000
998,100.0320
998,100.0640
999,100.0960
999,100.1280
999,100.1600
1000,100.1920
1000,100.2240
1000,100.2560
1000,100.2880
1000,100.3200
1000,100.3520
1001,100.3840
1002,100.4160
1002,100.4480
1002,100.4800
1002,100.5120
1002,100.5440
1003,100.5760
1003,100.6080
1004,100.6400
1004,100.6720
1004,100.7040
1004,100.7360
1005,100.7680
1006,100.8000
1006,100.8320
1006,100.8640
1007,100.8960
1007,100.9280
1007,100.9600
1007,100.9920
1008,101.0240
1009,101.0560
1009,101.0880
1009,101.1200
1010,101.1520
1010,101.1840
1011,101.2160
1011,101.2480
1012,101.2800
1012,101.3120
1013,101.3440
1013,101.3760
1013,101.4080
1014,101.4400
1014,101.4720
1015,101.5040
1015,101.5360
1015,101.5680
1015,101.6000
1016,101.6320
1016,101.6640
1016,101.6960
1016,101.7280
1017,101.7600
1017,101.7920
1017,101.8240
1018,101.8560
1018,101.8880
1018,101.9200
1019,101.9520
1019,101.9840
1019,102.0160
1019,102.0480
1020,102.0800
1020,102.1120
1021,102.1440
1021,102.1760
1021,102.2080
1022,102.2400
1022,102.2720
1022,102.3040
1022,102.3360
1023,102.3680
1023,102.4000
1023,102.4320
1023,102.4640
1024,102.4960
1024,102.5280
1024,102.5600
1025,102.5920
1025,102.6240
1025,102.6560
1025,102.6880
1025,102.7200
1026,102.7520
1026,102.7840
1026,102.8160
1026,102.8480
1026,102.8800
1027,102.9120
1027,102.9440
1028,102.9760
1028,103.0080
1028,103.0400
1029,103.0720
1029,103.1040
1030,103.1360
1030,103.1680
1031,103.2000
1031,103.2320
1032,103.2640
1032,103.2960
1032,103.3280
1032,103.3600
1032,103.3920
1033,103.4240
1033,103.4560
1033,103.4880
1034,103.5200
1034,103.5520
1035,103.5840
1035,103.6160
1035,103.6480
1036,103.6800
1036,103.7120
1036,103.7440
1037,103.7760
1037,103.8080
1037,103.8400
1037,103.8720
1037,103.9040
1038,103.9360
1038,103.9680
1038,104.0000
1039,104.0320
1039,104.0640
1039,104.0960
1039,104.1280
1039,104.1600
1040,104.1920
1040,104.2240
1040,104.2560
1040,104.2880
1040,104.3200
1040,104.3520
1041,104.3840
1041,104.4160
1042,104.4480
1042,104.4800
1042,104.5120
1043,104.5440
1043,104.5760
1043,104.6080
1043,104.6400
1044,104.6720
1044,104.7040
1044,104.7360
1044,104.7680
1044,104.8000
1045,104.8320
1045,104.8640
1046,104.8960
1046,104.9280
1046,104.9600
1047,104.9920
1047,105.0240
1047,105.0560
1048,105.0880
1048,105.1200
1049,105.1520
1049,105.1840
1049,105.2160
1050,105.2480
1050,105.2800
1050,105.3120
1051,105.3440
1051,105.3760
1052,105.4080
1052,105.4400
1052,105.4720
1052,105.5040
1053,105.5360
1053,105.5680
1053,105.6000
1053,105.6320
1054,105.6640
1055,105.6960
1055,105.7280
1055,105.7600
1055,105.7920
1055,105.8240
1056,105.8560
1056,105.8880
1056,105.9200
1056,105.9520
1057,105.9840
1057,106.0160
1057,106.0480
1057,106.0800
1058,106.1120
1058,106.1440
1059,106.1760
1059,106.2080
1060,106.2400
1060,106.2720
1060,106.3040
1060,106.3360
1061,106.3680
1061,106.4000
1062,106.4320
1062,106.4640
1063,106.4960
1063,106.5280
1063,106.5600
1064,106.5920
1064,106.6240
1064,106.6560
1064,106.6880
1065,106.7200
1065,106.7520
1065,106.7840
1065,106.8160
1065,106.8480
1065,106.8800
1066,106.9120
1066,106.9440
1066,106.9760
1067,107.0080
1067,107.0400
1067,107.0720
1067,107.1040
1067,107.1360
1067,107.1680
1067,107.2000
1068,107.2320
1068,107.2640
1068,107.2960
1068,107.3280
1069,107.3600
1069,107.3920
1069,107.4240
1069,107.4560
1069,107.4880
1070,107.5200
1070,107.5520
1070,107.5840
1071,107.6160
1071,107.6480
1072,107.6800
1072,107.7120
1073,107.7440
1073,107.7760
1073,107.8080
1074,107.8400
1074,107.8720
1074,107.9040
1075,107.9360
1076,107.9680
1076,108.0000
1076,108.0320
1077,108.0640
1077,108.0960
1077,108.1280
1077,108.1600
1077,108.1920
1078,108.2240
1078,108.2560
1078,108.2880
1079,108.3200
1079,108.3520
1079,108.3840
1079,108.4160
1079,108.4480
1080,108.4800
1080,108.5120
1080,108.5440
1080,108.5760
1081,108.6080
1081,108.6400
1081,108.6720
1081,108.7040
1081,108.7360
1082,108.7680
1082,108.8000
1082,108.8320
1083,108.8640
1084,108.8960
1084,108.9280
1084,108.9600
1085,108.9920
1085,109.0240
1086,109.0560
1086,109.0880
1086,109.1200
1086,109.1520
1086,109.1840
1087,109.2160
1087,109.2480
1088,109.2800
1088,109.3120
1088,109.3440
1088,109.3760
1089,109.4080
1090,109.4400
1090,109.4720
1090,109.5040
1090,109.5360
1090,109.5680
1091,109.6000
1091,109.6320
1091,109.6640
1091,109.6960
1092,109.7280
1092,109.7600
1093,109.7920
1093,109.8240
1094,109.8560
1094,109.8880
1094,109.9200
1095,109.9520
1095,109.9840
1095,110.0160
1095,110.0480
1095,110.0800
1096,110.1120
1096,110.1440
1096,110.1760
1096,110.2080
1097,110.2400
1097,110.2720
1098,110.3040
1098,110.3360
1098,110.3680
1099,110.4000
1099,110.4320
1100,110.4640
1100,110.4960
1100,110.5280
1100,110.5600
1101,110.5920
1101,110.6240
1101,110.6560
1101,110.6880
1102,110.7200
1102,110.7520
1102,110.7840
1103,110.8160
1103,110.8480
1103,110.8800
1103,110.9120
1103,110.9440
1104,110.9760
1104,111.0080
1104,111.0400
1105,111.0720
1105,111.1040
1106,111.1360
1106,111.1680
1106,111.2000
1107,111.2320
1107,111.2640
1107,111.2960
1107,111.3280
1107,111.3600
1107,111.3920
1107,111.4240
1108,111.4560
1108,111.4880
1109,111.5200
1109,111.5520
1110,111.5840
1110,111.6160
1111,111.6480
1111,111.6800
1111,111.7120
1112,111.7440
1112,111.7760
1113,111.8080
1113,111.8400
1114,111.8720
1114,111.9040
1114,111.9360
1114,111.9680
1114,112.0000
1114,112.0320
1115,112.0640
1115,112.0960
1116,112.1280
1116,112.1600
1116,112.1920
1116,112.2240
1117,112.2560
1117,112.2880
1118,112.3200
1118,112.3520
1118,112.3840
1118,112.4160
1118,112.4480
1119,112.4800
1119,112.5120
1119,112.5440
1119,112.5760
1120,112.6080
1120,112.6400
1120,112.6720
1121,112.7040
1121,112.7360
1121,112.7680
1121,112.8000
1122,112.8320
1122,112.8640
1123,112.8960
1123,112.9280
1123,112.9600
1123,112.9920
1124,113.0240
1124,113.0560
1125,113.0880
1125,113.1200
1126,113.1520
1126,113.1840
1127,113.2160
1127,113.2480
1128,113.2800
1128,113.3120
1128,113.3440
1128,113.3760
1129,113.4080
1129,113.4400
1130,113.4720
1131,113.5040
1131,113.5360
1132,113.5680
1132,113.6000
1133,113.6320
1133,113.6640
1133,113.6960
1134,113.7280
1134,113.7600
1135,113.7920
1135,113.8240
1136,113.8560
1136,113.8880
1136,113.9200
1137,113.9520
1137,113.9840
1137,114.0160
1138,114.0480
1138,114.0800
1138,114.1120
1139,114.1440
1139,114.1760
1139,114.2080
1139,114.2400
1140,114.2720
1140,114.3040
1140,114.3360
1141,114.3680
1141,114.4000
1142,114.4320
1142,114.4640
1142,114.4960
1143,114.5280
1143,114.5600
1143,114.5920
1144,114.6240
1144,114.6560
1144,114.6880
1145,114.7200
1145,114.7520
1146,114.7840
1146,114.8160
1147,114.8480
1147,114.8800
1147,114.9120
1147,114.9440
1147,114.9760
1148,115.0080
1148,115.0400
1148,115.0720
1149,115.1040
1149,115.1360
1149,115.1680
1149,115.2000
1150,115.2320
1150,115.2640
1151,115.2960
1151,115.3280
1152,115.3600
1152,115.3920
1153,115.4240
1153,115.4560
1153,115.4880
1153,115.5200
1153,115.5520
1153,115.5840
1153,115.6160
1153,115.6480
1154,115.6800
1154,115.7120
1154,115.7440
1155,115.7760
1155,115.8080
1155,115.8400
1156,115.8720
1156,115.9040
1156,115.9360
1157,115.9680
1157,116.0000
1157,116.0320
1157,116.0640
1158,116.0960
1158,116.1280
1158,116.1600
1159,116.1920
1159,116.2240
1159,116.2560
1160,116.2880
1160,116.3200
1161,116.3520
1161,116.3840
1161,116.4160
1162,116.4480
1162,116.4800
1162,116.5120
1163,116.5440
1163,116.5760
1163,116.6080
1163,116.6400
1164,116.6720
1164,116.7040
1165,116.7360
1165,116.7680
1165,116.8000
1165,116.8320
1165,116.8640
1166,116.8960
1166,116.9280
1166,116.9600
1166,116.9920
1167,117.0240
1167,117.0560
1167,117.0880
1167,117.1200
1167,117.1520
1168,117.1840
1169,117.2160
1169,117.2480
1169,117.2800
1169,117.3120
1169,117.3440
1169,117.3760
1170,117.4080
1171,117.4400
1171,117.4720
1172,117.5040
1172,117.5360
1172,117.5680
1172,117.6000
1173,117.6320
1174,117.6640
1174,117.6960
1174,117.7280
1175,117.7600
1175,117.7920
1176,117.8240
1176,117.8560
1176,117.8880
1177,117.9200
1177,117.9520
1177,117.9840
1177,118.0160
1178,118.0480
1178,118.0800
1178,118.1120
1179,118.1440
1179,118.1760
1179,118.2080
1180,118.2400
1180,118.2720
1180,118.3040
1181,118.3360
1181,118.3680
1181,118.4000
1181,118.4320
1181,118.4640
1181,118.4960
1181,118.5280
1182,118.5600
1182,118.5920
1182,118.6240
1183,118.6560
1183,118.6880
1184,118.7200
1184,118.7520
1184,118.7840
1184,118.8160
1185,118.8480
1185,118.8800
1185,118.9120
1186,118.9440
1186,118.9760
1187,119.0080
1187,119.0400
1187,119.0720
1187,119.1040
1188,119.1360
1188,119.1680
1188,119.2000
1188,119.2320
1188,119.2640
1188,119.2960
1189,119.3280
1189,119.3600
1189,119.3920
1190,119.4240
1190,119.4560
1191,119.4880
1191,119.5200
1191,119.5520
1191,119.5840
1192,119.6160
1192,119.6480
1192,119.6800
1193,119.7120
1193,119.7440
1193,119.7760
1193,119.8080
1193,119.8400
1194,119.8720
1194,119.9040
1194,119.9360
1194,119.9680
1195,120.0000
1195,120.0320
1196,120.0640
1196,120.0960
1196,120.1280
1196,120.1600
1196,120.1920
1197,120.2240
1197,120.2560
1198,120.2880
1198,120.3200
1199,120.3520
1199,120.3840
1200,120.4160
1200,120.4480
1200,120.4800
1200,120.5120
1200,120.5440
1201,120.5760
1201,120.6080
1201,120.6400
1201,120.6720
1202,120.7040
1202,120.7360
1202,120.7680
1203,120.8000
1203,120.8320
1203,120.8640
1203,120.8960
1203,120.9280
1204,120.9600
1204,120.9920
1204,121.0240
1205,121.0560
1205,121.0880
1206,121.1200
1206,121.1520
1206,121.1840
1207,121.2160
1207,121.2480
1207,121.2800
1208,121.3120
1208,121.3440
1208,121.3760
1209,121.4080
1209,121.4400
1210,121.4720
1210,121.5040
1210,121.5360
1211,121.5680
1211,121.6000
1212,121.6320
1212,121.6640
1212,121.6960
1212,121.7280
1212,121.7600
1213,121.7920
1213,121.8240
1214,121.8560
1214,121.8880
1215,121.9200
1215,121.9520
1215,121.9840
1215,122.0160
1216,122.0480
1216,122.0800
1216,122.1120
1217,122.1440
1217,122.1760
1217,122.2080
1218,122.2400
1218,122.2720
1218,122.3040
1218,122.3360
1218,122.3680
1219,122.4000
1219,122.4320
1219,122.4640
1219,122.4960
1219,122.5280
1220,122.5600
1220,122.5920
1221,122.6240
1221,122.6560
1221,122.6880
1222,122.7200
1222,122.7520
1223,122.7840
1223,122.8160
1223,122.8480
1224,122.8800
1224,122.9120
1224,122.9440
1225,122.9760
1225,123.0080
1225,123.0400
1226,123.0720
1226,123.1040
1226,123.1360
1226,123.1680
1226,123.2000
1226,123.2320
1226,123.2640
1227,123.2960
1227,123.3280
1228,123.3600
1229,123.3920
1229,123.4240
1230,123.4560
1230,123.4880
1230,123.5200
1230,123.5520
1230,123.5840
1231,123.6160
1231,123.6480
1232,123.6800
1232,123.7120
1232,123.7440
1232,123.7760
1233,123.8080
1234,123.8400
1234,123.8720
1234,123.9040
1234,123.9360
1235,123.9680
1236,124.0000
1236,124.0320
1236,124.0640
1236,124.0960
1237,124.1280
1237,124.1600
1237,124.1920
1237,124.2240
1238,124.2560
1238,124.2880
1238,124.3200
1239,124.3520
1239,124.3840
1240,124.4160
1240,124.4480
1240,124.4800
1241,124.5120
1241,124.5440
1241,124.5760
1241,124.6080
1241,124.6400
1241,124.6720
1241,124.7040
1241,124.7360
1242,124.7680
1242,124.8000
1242,124.8320
1243,124.8640
1243,124.8960
1243,124.9280
1244,124.9600
1244,124.9920
1244,125.0240
1244,125.0560
1244,125.0880
1244,125.1200
1245,125.1520
1245,125.1840
1245,125.2160
1245,125.2480
1245,125.2800
1246,125.3120
1246,125.3440
1247,125.3760
1247,125.4080
1248,125.4400
1248,125.4720
