Numero de Picos,Tempo (s)
1248,125.5040
1249,125.5360
1249,125.5680
1249,125.6000
1250,125.6320
1250,125.6640
1250,125.6960
1250,125.7280
1251,125.7600
1251,125.7920
1252,125.8240
1252,125.8560
1253,125.8880
1253,125.9200
1253,125.9520
1254,125.9840
1254,126.0160
1254,126.0480
1254,126.0800
1254,126.1120
1255,126.1440
1255,126.1760
1255,126.2080
1256,126.2400
1256,126.2720
1256,126.3040
1257,126.3360
1257,126.3680
1257,126.4000
1258,126.4320
1258,126.4640
1258,126.4960
1258,126.5280
1259,126.5600
1259,126.5920
1259,126.6240
1260,126.6560
1260,126.6880
1261,126.7200
1261,126.7520
1261,126.7840
1262,126.8160
1262,126.8480
1263,126.8800
1263,126.9120
1263,126.9440
1264,126.9760
1264,127.0080
1264,127.0400
1265,127.0720
1265,127.1040
1266,127.1360
1266,127.1680
1266,127.2000
1267,127.2320
1267,127.2640
1268,127.2960
1268,127.3280
1269,127.3600
1269,127.3920
1269,127.4240
1270,127.4560
1270,127.4880
1270,127.5200
1270,127.5520
1271,127.5840
1271,127.6160
1271,127.6480
1272,127.6800
1272,127.7120
1272,127.7440
1272,127.7760
1273,127.8080
1273,127.8400
1274,127.8720
1274,127.9040
1274,127.9360
1275,127.9680
1275,128.0000
1276,128.0320
1276,128.0640
1277,128.0960
1277,128.1280
1278,128.1600
1278,128.1920
1278,128.2240
1278,128.2560
1279,128.2880
1280,128.3200
1280,128.3520
1280,128.3840
1281,128.4160
1281,128.4480
1282,128.4800
1282,128.5120
1282,128.5440
1282,128.5760
1282,128.6080
1283,128.6400
1283,128.6720
1283,128.7040
1284,128.7360
1284,128.7680
1284,128.8000
1284,128.8320
1285,128.8640
1285,128.8960
1285,128.9280
1285,128.9600
1286,128.9920
1286,129.0240
1287,129.0560
1287,129.0880
1287,129.1200
1287,129.1520
1288,129.1840
1288,129.2160
1289,129.2480
1289,129.2800
1289,129.3120
1290,129.3440
1290,129.3760
1290,129.4080
1290,129.4400
1290,129.4720
1291,129.5040
1291,129.5360
1291,129.5680
1291,129.6000
1292,129.6320
1292,129.6640
1293,129.6960
1293,129.7280
1294,129.7600
1294,129.7920
1294,129.8240
1294,129.8560
1295,129.8880
1295,129.9200
1295,129.9520
1296,129.9840
1296,130.0160
1296,130.0480
1297,130.0800
1297,130.1120
1297,130.1440
1298,130.1760
1298,130.2080
1298,130.2400
1299,130.2720
1299,130.3040
1299,130.3360
1300,130.3680
1300,130.4000
1300,130.4320
1300,130.4640
1300,130.4960
1301,130.5280
1301,130.5600
1302,130.5920
1302,130.6240
1302,130.6560
1303,130.6880
1303,130.7200
1304,130.7520
1304,130.7840
1305,130.8160
1305,130.8480
1305,130.8800
1305,130.9120
1306,130.9440
1306,130.9760
1306,131.0080
1306,131.0400
1307,131.0720
1307,131.1040
1307,131.1360
1307,131.1680
1307,131.2000
1308,131.2320
1308,131.2640
1308,131.2960
1309,131.3280
1309,131.3600
1310,131.3920
1310,131.4240
1310,131.4560
1311,131.4880
1311,131.5200
1311,131.5520
1311,131.5840
1312,131.6160
1312,131.6480
1313,131.6800
1313,131.7120
1313,131.7440
1314,131.7760
1315,131.8080
1315,131.8400
1316,131.8720
1316,131.9040
1316,131.9360
1316,131.9680
1316,132.0000
1316,132.0320
1317,132.0640
1317,132.0960
1318,132.1280
1318,132.1600
1318,132.1920
1319,132.2240
1320,132.2560
1320,132.2880
1320,132.3200
1320,132.3520
1320,132.3840
1320,132.4160
1321,132.4480
1321,132.4800
1321,132.5120
1322,132.5440
1322,132.5760
1323,132.6080
1323,132.6400
1323,132.6720
1324,132.7040
1324,132.7360
1324,132.7680
1325,132.8000
1326,132.8320
1326,132.8640
1326,132.8960
1326,132.9280
1327,132.9600
1327,132.9920
1327,133.0240
1328,133.0560
1328,133.0880
1329,133.1200
1329,133.1520
1329,133.1840
1329,133.2160
1330,133.2480
1330,133.2800
1331,133.3120
1331,133.3440
1332,133.3760
1332,133.4080
1332,133.4400
1332,133.4720
1332,133.5040
1332,133.5360
1333,133.5680
1333,133.6000
1334,133.6320
1334,133.6640
1334,133.6960
1335,133.7280
1335,133.7600
1335,133.7920
1336,133.8240
1336,133.8560
1336,133.8880
1337,133.9200
1337,133.9520
1338,133.9840
1338,134.0160
1338,134.0480
1338,134.0800
1339,134.1120
1339,134.1440
1340,134.1760
1340,134.2080
1340,134.2400
1341,134.2720
1341,134.3040
1341,134.3360
1341,134.3680
1342,134.4000
1342,134.4320
1342,134.4640
1342,134.4960
1342,134.5280
1342,134.5600
1343,134.5920
1343,134.6240
1344,134.6560
1344,134.6880
1344,134.7200
1345,134.7520
1345,134.7840
1346,134.8160
1346,134.8480
1346,134.8800
1347,134.9120
1348,134.9440
1348,134.9760
1349,135.0080
1349,135.0400
1349,135.0720
1350,135.1040
1350,135.1360
1351,135.1680
1351,135.2000
1351,135.2320
1352,135.2640
1352,135.2960
1353,135.3280
1353,135.3600
1353,135.3920
1354,135.4240
1354,135.4560
1354,135.4880
1354,135.5200
1354,135.5520
1354,135.5840
1354,135.6160
1355,135.6480
1355,135.6800
1355,135.7120
1356,135.7440
1356,135.7760
1356,135.8080
1357,135.8400
1357,135.8720
1357,135.9040
1358,135.9360
1358,135.9680
1358,136.0000
1358,136.0320
1359,136.0640
1359,136.0960
1360,136.1280
1360,136.1600
1360,136.1920
1360,136.2240
1361,136.2560
1361,136.2880
1361,136.3200
1361,136.3520
1361,136.3840
1362,136.4160
1362,136.4480
1362,136.4800
1362,136.5120
1362,136.5440
1362,136.5760
1363,136.6080
1363,136.6400
1363,136.6720
1364,136.7040
1364,136.7360
1365,136.7680
1365,136.8000
1365,136.8320
1366,136.8640
1366,136.8960
1366,136.9280
1367,136.9600
1367,136.9920
1367,137.0240
1367,137.0560
1367,137.0880
1368,137.1200
1368,137.1520
1368,137.1840
1368,137.2160
1368,137.2480
1369,137.2800
1369,137.3120
1369,137.3440
1369,137.3760
1370,137.4080
1370,137.4400
1370,137.4720
1370,137.5040
1371,137.5360
1371,137.5680
1371,137.6000
1371,137.6320
1372,137.6640
1372,137.6960
1373,137.7280
1373,137.7600
1373,137.7920
1373,137.8240
1373,137.8560
1374,137.8880
1374,137.9200
1375,137.9520
1375,137.9840
1376,138.0160
1376,138.0480
1377,138.0800
1377,138.1120
1378,138.1440
1378,138.1760
1378,138.2080
1379,138.2400
1380,138.2720
1380,138.3040
1381,138.3360
1381,138.3680
1381,138.4000
1381,138.4320
1382,138.4640
1382,138.4960
1382,138.5280
1382,138.5600
1382,138.5920
1382,138.6240
1383,138.6560
1383,138.6880
1383,138.7200
1383,138.7520
1384,138.7840
1384,138.8160
1385,138.8480
1385,138.8800
1386,138.9120
1386,138.9440
1386,138.9760
1387,139.0080
1387,139.0400
1388,139.0720
1388,139.1040
1388,139.1360
1388,139.1680
1389,139.2000
1389,139.2320
1389,139.2640
1389,139.2960
1390,139.3280
1390,139.3600
1390,139.3920
1390,139.4240
1391,139.4560
1391,139.4880
1392,139.5200
1392,139.5520
1392,139.5840
1393,139.6160
1393,139.6480
1393,139.6800
1393,139.7120
1394,139.7440
1394,139.7760
1394,139.8080
1394,139.8400
1395,139.8720
1395,139.9040
1396,139.9360
1396,139.9680
1396,140.0000
1397,140.0320
1397,140.0640
1398,140.0960
1398,140.1280
1398,140.1600
1398,140.1920
1398,140.2240
1399,140.2560
1399,140.2880
1399,140.3200
1400,140.3520
1400,140.3840
1400,140.4160
1401,140.4480
1401,140.4800
1401,140.5120
1401,140.5440
1402,140.5760
1402,140.6080
1403,140.6400
1403,140.6720
1403,140.7040
1404,140.7360
1404,140.7680
1404,140.8000
1404,140.8320
1405,140.8640
1405,140.8960
1406,140.9280
1406,140.9600
1406,140.9920
1407,141.0240
1407,141.0560
1407,141.0880
1407,141.1200
1408,141.1520
1408,141.1840
1409,141.2160
1409,141.2480
1409,141.2800
1409,141.3120
1409,141.3440
1410,141.3760
1410,141.4080
1411,141.4400
1411,141.4720
1412,141.5040
1412,141.5360
1413,141.5680
1413,141.6000
1413,141.6320
1413,141.6640
1413,141.6960
1413,141.7280
1413,141.7600
1414,141.7920
1414,141.8240
1414,141.8560
1415,141.8880
1415,141.9200
1415,141.9520
1416,141.9840
1416,142.0160
1417,142.0480
1417,142.0800
1417,142.1120
1417,142.1440
1417,142.1760
1418,142.2080
1418,142.2400
1418,142.2720
1418,142.3040
1419,142.3360
1419,142.3680
1419,142.4000
1419,142.4320
1420,142.4640
1420,142.4960
1421,142.5280
1421,142.5600
1421,142.5920
1422,142.6240
1422,142.6560
1422,142.6880
1422,142.7200
1422,142.7520
1422,142.7840
1423,142.8160
1423,142.8480
1423,142.8800
1424,142.9120
1424,142.9440
1425,142.9760
1425,143.0080
1426,143.0400
1426,143.0720
1426,143.1040
1426,143.1360
1427,143.1680
1427,143.2000
1427,143.2320
1427,143.2640
1427,143.2960
1428,143.3280
1428,143.3600
1429,143.3920
1429,143.4240
1430,143.4560
1430,143.4880
1430,143.5200
1431,143.5520
1431,143.5840
1431,143.6160
1431,143.6480
1432,143.6800
1433,143.7120
1433,143.7440
1433,143.7760
1434,143.8080
1434,143.8400
1434,143.8720
1434,143.9040
1434,143.9360
1434,143.9680
1435,144.0000
1436,144.0320
1436,144.0640
1436,144.0960
1436,144.1280
1437,144.1600
1437,144.1920
1437,144.2240
1438,144.2560
1438,144.2880
1439,144.3200
1439,144.3520
1439,144.3840
1439,144.4160
1440,144.4480
1440,144.4800
1440,144.5120
1440,144.5440
1440,144.5760
1440,144.6080
1441,144.6400
1442,144.6720
1442,144.7040
1442,144.7360
1443,144.7680
1443,144.8000
1444,144.8320
1444,144.8640
1444,144.8960
1444,144.9280
1444,144.9600
1445,144.9920
1445,145.0240
1445,145.0560
1446,145.0880
1446,145.1200
1447,145.1520
1447,145.1840
1447,145.2160
1447,145.2480
1447,145.2800
1448,145.3120
1448,145.3440
1448,145.3760
1449,145.4080
1449,145.4400
1450,145.4720
1450,145.5040
1450,145.5360
1451,145.5680
1451,145.6000
1452,145.6320
1452,145.6640
1452,145.6960
1453,145.7280
1453,145.7600
1453,145.7920
1454,145.8240
1454,145.8560
1454,145.8880
1454,145.9200
1454,145.9520
1455,145.9840
1456,146.0160
1456,146.0480
1456,146.0800
1456,146.1120
1456,146.1440
1457,146.1760
1457,146.2080
1457,146.2400
1457,146.2720
1458,146.3040
1458,146.3360
1458,146.3680
1459,146.4000
1459,146.4320
1459,146.4640
1459,146.4960
1459,146.5280
1460,146.5600
1460,146.5920
1461,146.6240
1461,146.6560
1461,146.6880
1462,146.7200
1462,146.7520
1463,146.7840
1463,146.8160
1463,146.8480
1464,146.8800
1464,146.9120
1465,146.9440
1465,146.9760
1465,147.0080
1466,147.0400
1466,147.0720
1466,147.1040
1467,147.1360
1467,147.1680
1468,147.2000
1468,147.2320
1468,147.2640
1468,147.2960
1469,147.3280
1469,147.3600
1469,147.3920
1469,147.4240
1470,147.4560
1470,147.4880
1470,147.5200
1471,147.5520
1471,147.5840
1471,147.6160
1471,147.6480
1471,147.6800
1471,147.7120
1471,147.7440
1471,147.7760
1472,147.8080
1473,147.8400
1473,147.8720
1473,147.9040
1473,147.9360
1473,147.9680
1473,148.0000
1474,148.0320
1474,148.0640
1475,148.0960
1475,148.1280
1475,148.1600
1476,148.1920
1476,148.2240
1476,148.2560
1476,148.2880
1476,148.3200
1476,148.3520
1476,148.3840
1477,148.4160
1477,148.4480
1477,148.4800
1477,148.5120
1478,148.5440
1478,148.5760
1478,148.6080
1478,148.6400
1479,148.6720
1479,148.7040
1479,148.7360
1479,148.7680
1479,148.8000
1479,148.8320
1479,148.8640
1480,148.8960
1480,148.9280
1481,148.9600
1481,148.9920
1481,149.0240
1481,149.0560
1482,149.0880
1482,149.1200
1483,149.1520
1483,149.1840
1483,149.2160
1483,149.2480
1483,149.2800
1483,149.3120
1483,149.3440
1484,149.3760
1484,149.4080
1484,149.4400
1485,149.4720
1486,149.5040
1486,149.5360
1486,149.5680
1486,149.6000
1487,149.6320
1487,149.6640
1487,149.6960
1488,149.7280
1488,149.7600
1488,149.7920
1488,149.8240
1488,149.8560
1489,149.8880
1489,149.9200
1490,149.9520
1490,149.9840
1491,150.0160
1491,150.0480
1491,150.0800
1491,150.1120
1491,150.1440
1492,150.1760
1492,150.2080
1492,150.2400
1492,150.2720
1493,150.3040
1493,150.3360
1493,150.3680
1493,150.4000
1494,150.4320
1494,150.4640
1494,150.4960
1494,150.5280
1495,150.5600
1495,150.5920
1496,150.6240
1496,150.6560
1496,150.6880
1497,150.7200
1497,150.7520
1497,150.7840
1498,150.8160
1498,150.8480
1499,150.8800
1499,150.9120
1499,150.9440
1500,150.9760
1500,151.0080
1500,151.0400
1500,151.0720
1501,151.1040
1501,151.1360
1501,151.1680
1502,151.2000
1502,151.2320
1502,151.2640
1503,151.2960
1503,151.3280
1504,151.3600
1504,151.3920
1504,151.4240
1504,151.4560
1504,151.4880
1505,151.5200
1505,151.5520
1505,151.5840
1505,151.6160
1506,151.6480
1506,151.6800
1507,151.7120
1507,151.7440
1508,151.7760
1508,151.8080
1508,151.8400
1508,151.8720
1508,151.9040
1509,151.9360
1509,151.9680
1510,152.0000
1510,152.0320
1510,152.0640
1511,152.0960
1511,152.1280
1512,152.1600
1512,152.1920
1512,152.2240
1513,152.2560
1513,152.2880
1514,152.3200
1514,152.3520
1515,152.3840
1515,152.4160
1516,152.4480
1516,152.4800
1516,152.5120
1516,152.5440
1516,152.5760
1516,152.6080
1516,152.6400
1516,152.6720
1517,152.7040
1517,152.7360
1518,152.7680
1518,152.8000
1519,152.8320
1519,152.8640
1520,152.8960
1520,152.9280
1521,152.9600
1521,152.9920
1522,153.0240
1522,153.0560
1522,153.0880
1522,153.1200
1523,153.1520
1523,153.1840
1523,153.2160
1524,153.2480
1524,153.2800
1524,153.3120
1525,153.3440
1525,153.3760
1525,153.4080
1525,153.4400
1525,153.4720
1526,153.5040
1526,153.5360
1527,153.5680
1527,153.6000
1528,153.6320
1528,153.6640
1528,153.6960
1528,153.7280
1528,153.7600
1528,153.7920
1529,153.8240
1529,153.8560
1529,153.8880
1529,153.9200
1530,153.9520
1530,153.9840
1530,154.0160
1530,154.0480
1531,154.0800
1531,154.1120
1531,154.1440
1531,154.1760
1532,154.2080
1532,154.2400
1532,154.2720
1532,154.3040
1532,154.3360
1533,154.3680
1533,154.4000
1533,154.4320
1534,154.4640
1534,154.4960
1534,154.5280
1535,154.5600
1535,154.5920
1536,154.6240
1536,154.6560
1536,154.6880
1537,154.7200
1537,154.7520
1537,154.7840
1538,154.8160
1538,154.8480
1538,154.8800
1539,154.9120
1539,154.9440
1539,154.9760
1540,155.0080
1540,155.0400
1540,155.0720
1541,155.1040
1541,155.1360
1541,155.1680
1542,155.2000
1542,155.2320
1542,155.2640
1543,155.2960
1543,155.3280
1543,155.3600
1544,155.3920
1544,155.4240
1544,155.4560
1544,155.4880
1544,155.5200
1545,155.5520
1545,155.5840
1545,155.6160
1546,155.6480
1546,155.6800
1547,155.7120
1547,155.7440
1548,155.7760
1548,155.8080
1548,155.8400
1549,155.8720
1549,155.9040
1549,155.9360
1549,155.9680
1550,156.0000
1550,156.0320
1551,156.0640
1551,156.0960
1552,156.1280
1552,156.1600
1552,156.1920
1552,156.2240
1553,156.2560
1553,156.2880
1554,156.3200
1554,156.3520
1554,156.3840
1555,156.4160
1555,156.4480
1556,156.4800
1556,156.5120
1556,156.5440
1556,156.5760
1556,156.6080
1557,156.6400
1557,156.6720
1558,156.7040
1558,156.7360
1558,156.7680
1559,156.8000
1560,156.8320
1560,156.8640
1560,156.8960
1560,156.9280
1561,156.9600
1561,156.9920
1561,157.0240
1561,157.0560
1562,157.0880
1562,157.1200
1563,157.1520
1563,157.1840
1563,157.2160
1564,157.2480
1564,157.2800
1564,157.3120
1564,157.3440
1564,157.3760
1565,157.4080
1565,157.4400
1565,157.4720
1565,157.5040
1565,157.5360
1566,157.5680
1566,157.6000
1566,157.6320
1566,157.6640
1566,157.6960
1567,157.7280
1567,157.7600
1568,157.7920
1568,157.8240
1568,157.8560
1569,157.8880
1569,157.9200
1569,157.9520
1569,157.9840
1569,158.0160
1570,158.0480
1570,158.0800
1571,158.1120
1571,158.1440
1571,158.1760
1572,158.2080
1572,158.2400
1573,158.2720
1573,158.3040
1573,158.3360
1573,158.3680
1574,158.4000
1574,158.4320
1574,158.4640
1575,158.4960
1575,158.5280
1576,158.5600
1576,158.5920
1576,158.6240
1576,158.6560
1576,158.6880
1577,158.7200
1577,158.7520
1577,158.7840
1578,158.8160
1578,158.8480
1578,158.8800
1578,158.9120
1579,158.9440
1579,158.9760
1579,159.0080
1580,159.0400
1580,159.0720
1581,159.1040
1581,159.1360
1581,159.1680
1581,159.2000
1582,159.2320
1582,159.2640
1583,159.2960
1583,159.3280
1584,159.3600
1584,159.3920
1585,159.4240
1585,159.4560
1585,159.4880
1586,159.5200
1586,159.5520
1587,159.5840
1587,159.6160
1587,159.6480
1587,159.6800
1587,159.7120
1588,159.7440
1588,159.7760
1588,159.8080
1588,159.8400
1589,159.8720
1589,159.9040
1589,159.9360
1589,159.9680
1589,160.0000
1590,160.0320
1590,160.0640
1590,160.0960
1591,160.1280
1591,160.1600
1591,160.1920
1591,160.2240
1591,160.2560
1592,160.2880
1592,160.3200
1592,160.3520
1592,160.3840
1592,160.4160
1593,160.4480
1593,160.4800
1593,160.5120
1594,160.5440
1594,160.5760
1594,160.6080
1595,160.6400
1595,160.6720
1595,160.7040
1596,160.7360
1596,160.7680
1596,160.8000
1596,160.8320
1596,160.8640
1597,160.8960
1597,160.9280
1598,160.9600
1598,160.9920
1598,161.0240
1598,161.0560
1598,161.0880
1598,161.1200
1598,161.1520
1599,161.1840
1599,161.2160
1599,161.2480
1600,161.2800
1600,161.3120
1600,161.3440
1600,161.3760
1601,161.4080
1602,161.4400
1602,161.4720
1602,161.5040
1603,161.5360
1603,161.5680
1604,161.6000
1604,161.6320
1605,161.6640
1605,161.6960
1605,161.7280
1605,161.7600
1605,161.7920
1606,161.8240
1606,161.8560
1606,161.8880
1606,161.9200
1607,161.9520
1607,161.9840
1608,162.0160
1608,162.0480
1608,162.0800
1609,162.1120
1610,162.1440
1610,162.1760
1610,162.2080
1611,162.2400
1611,162.2720
1611,162.3040
1612,162.3360
1612,162.3680
1612,162.4000
1613,162.4320
1613,162.4640
1613,162.4960
1613,162.5280
1614,162.5600
1614,162.5920
1615,162.6240
1615,162.6560
1615,162.6880
1616,162.7200
1616,162.7520
1616,162.7840
1616,162.8160
1617,162.8480
1617,162.8800
1617,162.9120
1618,162.9440
1618,162.9760
1619,163.0080
1619,163.0400
1619,163.0720
1619,163.1040
1619,163.1360
1619,163.1680
1619,163.2000
1620,163.2320
1620,163.2640
1621,163.2960
1621,163.3280
1622,163.3600
1622,163.3920
1622,163.4240
1622,163.4560
1622,163.4880
1623,163.5200
1623,163.5520
1623,163.5840
1623,163.6160
1624,163.6480
1624,163.6800
1625,163.7120
1625,163.7440
1625,163.7760
1625,163.8080
1626,163.8400
1626,163.8720
1627,163.9040
1627,163.9360
1628,163.9680
1628,164.0000
1628,164.0320
1629,164.0640
1629,164.0960
1629,164.1280
1629,164.1600
1629,164.1920
1629,164.2240
1630,164.2560
1631,164.2880
1631,164.3200
1631,164.3520
1631,164.3840
1632,164.4160
1633,164.4480
1633,164.4800
1633,164.5120
1633,164.5440
1634,164.5760
1634,164.6080
1634,164.6400
1634,164.6720
1634,164.7040
1635,164.7360
1635,164.7680
1636,164.8000
1636,164.8320
1637,164.8640
1637,164.8960
1637,164.9280
1637,164.9600
1638,164.9920
1638,165.0240
1639,165.0560
1639,165.0880
1639,165.1200
1639,165.1520
1639,165.1840
1639,165.2160
1640,165.2480
1640,165.2800
1640,165.3120
1640,165.3440
1641,165.3760
1641,165.4080
1641,165.4400
1641,165.4720
1642,165.5040
1642,165.5360
1642,165.5680
1642,165.6000
1643,165.6320
1643,165.6640
1643,165.6960
1643,165.7280
1644,165.7600
1644,165.7920
1644,165.8240
1644,165.8560
1645,165.8880
1645,165.9200
1645,165.9520
1645,165.9840
1646,166.0160
1646,166.0480
1647,166.0800
1647,166.1120
1647,166.1440
1647,166.1760
1647,166.2080
1648,166.2400
1648,166.2720
1648,166.3040
1648,166.3360
1649,166.3680
1649,166.4000
1649,166.4320
1649,166.4640
1649,166.4960
1650,166.5280
1650,166.5600
1650,166.5920
1650,166.6240
1651,166.6560
1651,166.6880
1652,166.7200
1652,166.7520
1653,166.7840
1653,166.8160
1654,166.8480
1654,166.8800
1655,166.9120
1655,166.9440
1655,166.9760
1656,167.0080
1656,167.0400
1657,167.0720
1657,167.1040
1657,167.1360
1657,167.1680
1658,167.2000
1658,167.2320
1658,167.2640
1658,167.2960
1658,167.3280
1659,167.3600
1659,167.3920
1660,167.4240
1660,167.4560
1660,167.4880
1661,167.5200
1661,167.5520
1662,167.5840
1662,167.6160
1663,167.6480
1663,167.6800
1663,167.7120
1663,167.7440
1663,167.7760
1663,167.8080
1664,167.8400
1664,167.8720
1665,167.9040
1665,167.9360
1665,167.9680
1665,168.0000
1665,168.0320
1665,168.0640
1666,168.0960
1666,168.1280
1666,168.1600
1666,168.1920
1667,168.2240
1667,168.2560
1667,168.2880
1667,168.3200
1667,168.3520
1668,168.3840
1668,168.4160
1668,168.4480
1669,168.4800
1669,168.5120
1669,168.5440
1669,168.5760
1670,168.6080
1670,168.6400
1671,168.6720
1671,168.7040
1672,168.7360
1672,168.7680
1672,168.8000
1673,168.8320
1673,168.8640
1673,168.8960
1674,168.9280
1674,168.9600
1675,168.9920
1675,169.0240
1676,169.0560
1676,169.0880
1676,169.1200
1676,169.1520
1676,169.1840
1677,169.2160
1677,169.2480
1677,169.2800
1678,169.3120
1678,169.3440
1678,169.3760
1678,169.4080
1679,169.4400
1680,169.4720
1680,169.5040
1681,169.5360
1681,169.5680
1681,169.6000
1682,169.6320
1682,169.6640
1682,169.6960
1682,169.7280
1683,169.7600
1683,169.7920
1683,169.8240
1683,169.8560
1684,169.8880
1684,169.9200
1684,169.9520
1684,169.9840
1684,170.0160
1685,170.0480
1685,170.0800
1685,170.1120
1686,170.1440
1686,170.1760
1686,170.2080
1687,170.2400
1687,170.2720
1687,170.3040
1687,170.3360
1687,170.3680
1688,170.4000
1688,170.4320
1688,170.4640
1689,170.4960
1689,170.5280
1689,170.5600
1690,170.5920
1690,170.6240
1690,170.6560
1690,170.6880
1690,170.7200
1691,170.7520
1691,170.7840
1691,170.8160
1691,170.8480
1692,170.8800
1692,170.9120
1693,170.9440
1693,170.9760
1693,171.0080
1694,171.0400
1694,171.0720
1695,171.1040
1695,171.1360
1696,171.1680
1696,171.2000
1697,171.2320
1697,171.2640
1697,171.2960
1698,171.3280
1698,171.3600
1698,171.3920
1698,171.4240
1698,171.4560
1698,171.4880
1698,171.5200
1698,171.5520
1699,171.5840
1699,171.6160
1700,171.6480
1700,171.6800
1700,171.7120
1701,171.7440
1701,171.7760
1701,171.8080
1702,171.8400
1702,171.8720
1702,171.9040
1703,171.9360
1703,171.9680
1703,172.0000
1704,172.0320
1704,172.0640
1704,172.0960
1704,172.1280
1704,172.1600
1705,172.1920
1705,172.2240
1705,172.2560
1706,172.2880
1706,172.3200
1706,172.3520
1706,172.3840
1707,172.4160
1707,172.4480
1707,172.4800
1708,172.5120
1708,172.5440
1709,172.5760
1709,172.6080
1709,172.6400
1710,172.6720
1710,172.7040
1710,172.7360
1710,172.7680
1711,172.8000
1711,172.8320
1711,172.8640
1711,172.8960
1711,172.9280
1711,172.9600
1712,172.9920
1712,173.0240
1712,173.0560
1712,173.0880
1713,173.1200
1713,173.1520
1713,173.1840
1714,173.2160
1714,173.2480
1715,173.2800
1715,173.3120
1715,173.3440
1716,173.3760
1716,173.4080
1716,173.4400
1717,173.4720
1717,173.5040
1717,173.5360
1717,173.5680
1717,173.6000
1717,173.6320
1718,173.6640
1718,173.6960
1718,173.7280
1719,173.7600
1719,173.7920
1719,173.8240
1720,173.8560
1720,173.8880
1720,173.9200
1720,173.9520
1721,173.9840
1721,174.0160
1722,174.0480
1722,174.0800
1723,174.1120
1723,174.1440
1723,174.1760
1724,174.2080
1724,174.2400
1724,174.2720
1724,174.3040
1724,174.3360
1725,174.3680
1725,174.4000
1725,174.4320
1725,174.4640
1725,174.4960
1726,174.5280
1726,174.5600
1726,174.5920
1726,174.6240
1727,174.6560
1727,174.6880
1727,174.7200
1728,174.7520
1728,174.7840
1728,174.8160
1729,174.8480
1729,174.8800
1730,174.9120
1730,174.9440
1731,174.9760
1731,175.0080
1731,175.0400
1731,175.0720
1731,175.1040
1731,175.1360
1731,175.1680
1732,175.2000
1732,175.2320
1733,175.2640
1733,175.2960
1733,175.3280
1734,175.3600
1734,175.3920
1735,175.4240
1735,175.4560
1735,175.4880
1735,175.5200
1735,175.5520
1735,175.5840
1736,175.6160
1736,175.6480
1736,175.6800
1737,175.7120
1737,175.7440
1738,175.7760
1738,175.8080
1738,175.8400
1739,175.8720
1739,175.9040
1739,175.9360
1739,175.9680
1740,176.0000
1740,176.0320
1740,176.0640
1741,176.0960
1741,176.1280
1741,176.1600
1742,176.1920
1743,176.2240
1743,176.2560
1743,176.2880
1744,176.3200
1744,176.3520
1744,176.3840
1745,176.4160
1745,176.4480
1746,176.4800
1746,176.5120
1746,176.5440
1747,176.5760
1747,176.6080
1747,176.6400
1748,176.6720
1748,176.7040
1749,176.7360
1749,176.7680
1749,176.8000
1749,176.8320
1750,176.8640
1750,176.8960
1750,176.9280
1752,176.9600
1752,176.9920
1752,177.0240
1753,177.0560
1753,177.0880
1754,177.1200
1754,177.1520
1755,177.1840
1755,177.2160
1755,177.2480
1755,177.2800
1756,177.3120
1756,177.3440
1756,177.3760
1757,177.4080
1757,177.4400
1757,177.4720
1757,177.5040
1757,177.5360
1757,177.5680
1757,177.6000
1757,177.6320
1758,177.6640
1758,177.6960
1759,177.7280
1759,177.7600
1759,177.7920
1760,177.8240
1760,177.8560
1761,177.8880
1761,177.9200
1762,177.9520
1762,177.9840
1763,178.0160
1763,178.0480
1763,178.0800
1764,178.1120
1764,178.1440
1764,178.1760
1764,178.2080
1764,178.2400
1765,178.2720
1765,178.3040
1766,178.3360
1766,178.3680
1766,178.4000
1766,178.4320
1766,178.4640
1767,178.4960
1767,178.5280
1767,178.5600
1767,178.5920
1768,178.6240
1768,178.6560
1768,178.6880
1768,178.7200
1768,178.7520
1769,178.7840
1769,178.8160
1769,178.8480
1770,178.8800
1770,178.9120
1771,178.9440
1771,178.9760
1771,179.0080
1771,179.0400
1772,179.0720
1772,179.1040
1772,179.1360
1772,179.1680
1772,179.2000
1772,179.2320
1773,179.2640
1773,179.2960
1773,179.3280
1774,179.3600
1774,179.3920
1774,179.4240
1775,179.4560
1775,179.4880
1775,179.5200
1775,179.5520
1776,179.5840
1776,179.6160
1776,179.6480
1777,179.6800
1777,179.7120
1777,179.7440
1778,179.7760
1778,179.8080
1778,179.8400
1779,179.8720
1779,179.9040
1780,179.9360
1780,179.9680
1781,180.0000
1781,180.0320
1781,180.0640
1781,180.0960
1781,180.1280
1781,180.1600
1782,180.1920
1783,180.2240
1783,180.2560
1784,180.2880
1784,180.3200
1785,180.3520
1785,180.3840
1786,180.4160
1786,180.4480
1786,180.4800
1786,180.5120
1787,180.5440
1787,180.5760
1788,180.6080
1788,180.6400
1788,180.6720
1789,180.7040
1789,180.7360
1789,180.7680
1790,180.8000
1790,180.8320
1790,180.8640
1790,180.8960
1790,180.9280
1791,180.9600
1791,180.9920
1791,181.0240
1791,181.0560
1791,181.0880
1792,181.1200
1792,181.1520
1793,181.1840
1793,181.2160
1793,181.2480
1793,181.2800
1794,181.3120
1794,181.3440
1794,181.3760
1794,181.4080
