Diâmetro (nm),Tempo (s)
312.81,150.1440
312.67,150.1760
312.73,150.2080
312.80,150.2400
312.87,150.2720
312.72,150.3040
312.79,150.3360
312.86,150.3680
312.92,150.4000
312.78,150.4320
312.85,150.4640
312.91,150.4960
312.98,150.5280
312.84,150.5600
312.90,150.5920
312.76,150.6240
312.83,150.6560
312.89,150.6880
312.75,150.7200
312.82,150.7520
312.88,150.7840
312.74,150.8160
312.81,150.8480
312.67,150.8800
312.73,150.9120
312.80,150.9440
312.66,150.9760
312.72,151.0080
312.79,151.0400
312.85,151.0720
312.71,151.1040
312.78,151.1360
312.84,151.1680
312.70,151.2000
312.77,151.2320
312.84,151.2640
312.69,151.2960
312.76,151.3280
312.62,151.3600
312.68,151.3920
312.75,151.4240
312.82,151.4560
312.88,151.4880
312.74,151.5200
312.81,151.5520
312.87,151.5840
312.94,151.6160
312.80,151.6480
312.86,151.6800
312.72,151.7120
312.79,151.7440
312.64,151.7760
312.71,151.8080
312.78,151.8400
312.84,151.8720
312.91,151.9040
312.77,151.9360
312.83,151.9680
312.69,152.0000
312.76,152.0320
312.82,152.0640
312.68,152.0960
312.75,152.1280
312.61,152.1600
312.67,152.1920
312.74,152.2240
312.60,152.2560
312.66,152.2880
312.52,152.3200
312.59,152.3520
312.45,152.3840
312.51,152.4160
312.37,152.4480
312.44,152.4800
312.50,152.5120
312.57,152.5440
312.63,152.5760
312.70,152.6080
312.77,152.6400
312.83,152.6720
312.69,152.7040
312.76,152.7360
312.62,152.7680
312.68,152.8000
312.54,152.8320
312.61,152.8640
312.47,152.8960
312.53,152.9280
312.39,152.9600
312.46,152.9920
312.32,153.0240
312.38,153.0560
312.45,153.0880
312.51,153.1200
312.37,153.1520
312.44,153.1840
312.50,153.2160
312.36,153.2480
312.43,153.2800
312.49,153.3120
312.35,153.3440
312.42,153.3760
312.48,153.4080
312.55,153.4400
312.61,153.4720
312.47,153.5040
312.54,153.5360
312.40,153.5680
312.47,153.6000
312.33,153.6320
312.39,153.6640
312.46,153.6960
312.52,153.7280
312.59,153.7600
312.65,153.7920
312.51,153.8240
312.58,153.8560
312.64,153.8880
312.71,153.9200
312.57,153.9520
312.63,153.9840
312.70,154.0160
312.76,154.0480
312.62,154.0800
312.69,154.1120
312.75,154.1440
312.82,154.1760
312.68,154.2080
312.74,154.2400
312.81,154.2720
312.87,154.3040
312.94,154.3360
312.80,154.3680
312.86,154.4000
312.93,154.4320
312.79,154.4640
312.85,154.4960
312.92,154.5280
312.78,154.5600
312.84,154.5920
312.71,154.6240
312.77,154.6560
312.83,154.6880
312.70,154.7200
312.76,154.7520
312.83,154.7840
312.69,154.8160
312.75,154.8480
312.82,154.8800
312.68,154.9120
312.74,154.9440
312.81,154.9760
312.67,155.0080
312.73,155.0400
312.80,155.0720
312.66,155.1040
312.72,155.1360
312.79,155.1680
312.65,155.2000
312.71,155.2320
312.78,155.2640
312.64,155.2960
312.70,155.3280
312.77,155.3600
312.63,155.3920
312.69,155.4240
312.76,155.4560
312.82,155.4880
312.89,155.5200
312.75,155.5520
312.81,155.5840
312.88,155.6160
312.74,155.6480
312.80,155.6800
312.67,155.7120
312.73,155.7440
312.59,155.7760
312.66,155.8080
312.72,155.8400
312.58,155.8720
312.65,155.9040
312.71,155.9360
312.78,155.9680
312.64,156.0000
312.70,156.0320
312.57,156.0640
312.63,156.0960
312.49,156.1280
312.56,156.1600
312.62,156.1920
312.68,156.2240
312.55,156.2560
312.61,156.2880
312.47,156.3200
312.54,156.3520
312.60,156.3840
312.46,156.4160
312.53,156.4480
312.39,156.4800
312.46,156.5120
312.52,156.5440
312.58,156.5760
312.65,156.6080
312.51,156.6400
312.57,156.6720
312.44,156.7040
312.50,156.7360
312.56,156.7680
312.43,156.8000
312.29,156.8320
312.35,156.8640
312.42,156.8960
312.48,156.9280
312.35,156.9600
312.41,156.9920
312.47,157.0240
312.54,157.0560
312.40,157.0880
312.46,157.1200
312.33,157.1520
312.39,157.1840
312.45,157.2160
312.32,157.2480
312.38,157.2800
312.45,157.3120
312.51,157.3440
312.57,157.3760
312.44,157.4080
312.50,157.4400
312.56,157.4720
312.63,157.5040
312.69,157.5360
312.55,157.5680
312.62,157.6000
312.68,157.6320
312.75,157.6640
312.81,157.6960
312.67,157.7280
312.74,157.7600
312.60,157.7920
312.66,157.8240
312.73,157.8560
312.59,157.8880
312.65,157.9200
312.72,157.9520
312.78,157.9840
312.84,158.0160
312.71,158.0480
312.77,158.0800
312.64,158.1120
312.70,158.1440
312.76,158.1760
312.63,158.2080
312.69,158.2400
312.55,158.2720
312.62,158.3040
312.68,158.3360
312.74,158.3680
312.61,158.4000
312.67,158.4320
312.73,158.4640
312.60,158.4960
312.66,158.5280
312.53,158.5600
312.59,158.5920
312.65,158.6240
312.72,158.6560
312.78,158.6880
312.64,158.7200
312.71,158.7520
312.77,158.7840
312.63,158.8160
312.70,158.8480
312.76,158.8800
312.82,158.9120
312.69,158.9440
312.75,158.9760
312.81,159.0080
312.68,159.0400
312.74,159.0720
312.61,159.1040
312.67,159.1360
312.73,159.1680
312.80,159.2000
312.66,159.2320
312.72,159.2640
312.59,159.2960
312.65,159.3280
312.52,159.3600
312.58,159.3920
312.45,159.4240
312.51,159.4560
312.57,159.4880
312.44,159.5200
312.50,159.5520
312.36,159.5840
312.43,159.6160
312.49,159.6480
312.55,159.6800
312.62,159.7120
312.48,159.7440
312.54,159.7760
312.61,159.8080
312.67,159.8400
312.53,159.8720
312.60,159.9040
312.66,159.9360
312.72,159.9680
312.78,160.0000
312.65,160.0320
312.71,160.0640
312.78,160.0960
312.64,160.1280
312.70,160.1600
312.77,160.1920
312.83,160.2240
312.89,160.2560
312.76,160.2880
312.82,160.3200
312.88,160.3520
312.94,160.3840
313.01,160.4160
312.87,160.4480
312.94,160.4800
313.00,160.5120
312.86,160.5440
312.93,160.5760
312.99,160.6080
312.85,160.6400
312.92,160.6720
312.98,160.7040
312.85,160.7360
312.91,160.7680
312.97,160.8000
313.03,160.8320
313.09,160.8640
312.96,160.8960
313.02,160.9280
312.89,160.9600
312.95,160.9920
313.01,161.0240
313.08,161.0560
313.14,161.0880
313.20,161.1200
313.26,161.1520
313.13,161.1840
313.19,161.2160
313.25,161.2480
313.12,161.2800
313.18,161.3120
313.24,161.3440
313.31,161.3760
313.17,161.4080
313.04,161.4400
313.10,161.4720
313.16,161.5040
313.03,161.5360
313.09,161.5680
312.96,161.6000
313.02,161.6320
312.89,161.6640
312.95,161.6960
313.01,161.7280
313.07,161.7600
313.14,161.7920
313.00,161.8240
313.06,161.8560
313.13,161.8880
313.19,161.9200
313.05,161.9520
313.12,161.9840
312.98,162.0160
313.05,162.0480
313.11,162.0800
312.97,162.1120
312.84,162.1440
312.90,162.1760
312.97,162.2080
312.83,162.2400
312.89,162.2720
312.96,162.3040
312.82,162.3360
312.89,162.3680
312.95,162.4000
312.81,162.4320
312.88,162.4640
312.94,162.4960
313.00,162.5280
312.87,162.5600
312.93,162.5920
312.80,162.6240
312.86,162.6560
312.92,162.6880
312.79,162.7200
312.85,162.7520
312.91,162.7840
312.97,162.8160
312.84,162.8480
312.90,162.8800
312.96,162.9120
312.83,162.9440
312.89,162.9760
312.76,163.0080
312.82,163.0400
312.88,163.0720
312.94,163.1040
313.01,163.1360
313.07,163.1680
313.13,163.2000
313.00,163.2320
313.06,163.2640
312.93,163.2960
312.99,163.3280
312.86,163.3600
312.92,163.3920
312.98,163.4240
313.04,163.4560
313.10,163.4880
312.97,163.5200
313.03,163.5520
313.09,163.5840
313.15,163.6160
313.02,163.6480
313.08,163.6800
312.95,163.7120
313.01,163.7440
313.07,163.7760
313.13,163.8080
313.00,163.8400
313.06,163.8720
312.93,163.9040
312.99,163.9360
312.86,163.9680
312.92,164.0000
312.99,164.0320
312.85,164.0640
312.92,164.0960
312.98,164.1280
313.04,164.1600
313.10,164.1920
313.16,164.2240
313.03,164.2560
312.90,164.2880
312.96,164.3200
313.02,164.3520
313.08,164.3840
312.95,164.4160
312.82,164.4480
312.88,164.4800
312.94,164.5120
313.00,164.5440
312.87,164.5760
312.93,164.6080
312.99,164.6400
313.05,164.6720
313.11,164.7040
312.98,164.7360
313.04,164.7680
312.91,164.8000
312.97,164.8320
312.84,164.8640
312.90,164.8960
312.96,164.9280
313.03,164.9600
312.90,164.9920
312.96,165.0240
312.83,165.0560
312.89,165.0880
312.95,165.1200
313.01,165.1520
313.07,165.1840
313.13,165.2160
313.00,165.2480
313.06,165.2800
313.12,165.3120
313.18,165.3440
313.05,165.3760
313.11,165.4080
313.17,165.4400
313.23,165.4720
313.10,165.5040
313.16,165.5360
313.22,165.5680
313.28,165.6000
313.15,165.6320
313.21,165.6640
313.27,165.6960
313.33,165.7280
313.20,165.7600
313.26,165.7920
313.33,165.8240
313.39,165.8560
313.26,165.8880
313.32,165.9200
313.38,165.9520
313.44,165.9840
313.31,166.0160
313.37,166.0480
313.24,166.0800
313.30,166.1120
313.36,166.1440
313.42,166.1760
313.48,166.2080
313.35,166.2400
313.41,166.2720
313.47,166.3040
313.53,166.3360
313.40,166.3680
313.46,166.4000
313.52,166.4320
313.58,166.4640
313.64,166.4960
313.51,166.5280
313.57,166.5600
313.63,166.5920
313.69,166.6240
313.56,166.6560
313.62,166.6880
313.49,166.7200
313.55,166.7520
313.42,166.7840
313.48,166.8160
313.35,166.8480
313.41,166.8800
313.28,166.9120
313.34,166.9440
313.40,166.9760
313.28,167.0080
313.34,167.0400
313.21,167.0720
313.27,167.1040
313.33,167.1360
313.39,167.1680
313.26,167.2000
313.32,167.2320
313.38,167.2640
313.44,167.2960
313.50,167.3280
313.37,167.3600
313.43,167.3920
313.30,167.4240
313.36,167.4560
313.42,167.4880
313.29,167.5200
313.35,167.5520
313.22,167.5840
313.28,167.6160
313.15,167.6480
313.21,167.6800
313.27,167.7120
313.33,167.7440
313.39,167.7760
313.45,167.8080
313.32,167.8400
313.38,167.8720
313.25,167.9040
313.31,167.9360
313.37,167.9680
313.43,168.0000
313.49,168.0320
313.55,168.0640
313.42,168.0960
313.48,168.1280
313.54,168.1600
313.60,168.1920
313.47,168.2240
313.53,168.2560
313.59,168.2880
313.65,168.3200
313.71,168.3520
313.58,168.3840
313.64,168.4160
313.70,168.4480
313.58,168.4800
313.63,168.5120
313.69,168.5440
313.75,168.5760
313.63,168.6080
313.69,168.6400
313.56,168.6720
313.62,168.7040
313.49,168.7360
313.55,168.7680
313.61,168.8000
313.48,168.8320
313.54,168.8640
313.60,168.8960
313.47,168.9280
313.53,168.9600
313.40,168.9920
313.46,169.0240
313.33,169.0560
313.39,169.0880
313.45,169.1200
313.51,169.1520
313.57,169.1840
313.44,169.2160
313.50,169.2480
313.56,169.2800
313.43,169.3120
313.49,169.3440
313.55,169.3760
313.61,169.4080
313.48,169.4400
313.36,169.4720
313.42,169.5040
313.29,169.5360
313.35,169.5680
313.41,169.6000
313.28,169.6320
313.34,169.6640
313.40,169.6960
313.46,169.7280
313.33,169.7600
313.39,169.7920
313.45,169.8240
313.51,169.8560
313.38,169.8880
313.44,169.9200
313.50,169.9520
313.56,169.9840
313.62,170.0160
313.49,170.0480
313.55,170.0800
313.61,170.1120
313.48,170.1440
313.54,170.1760
313.60,170.2080
313.47,170.2400
313.53,170.2720
313.59,170.3040
313.65,170.3360
313.71,170.3680
313.58,170.4000
313.64,170.4320
313.70,170.4640
313.57,170.4960
313.63,170.5280
313.69,170.5600
313.56,170.5920
313.62,170.6240
313.68,170.6560
313.74,170.6880
313.80,170.7200
313.67,170.7520
313.73,170.7840
313.79,170.8160
313.85,170.8480
313.72,170.8800
313.78,170.9120
313.65,170.9440
313.71,170.9760
313.77,171.0080
313.64,171.0400
313.70,171.0720
313.57,171.1040
313.63,171.1360
313.51,171.1680
313.57,171.2000
313.44,171.2320
313.50,171.2640
313.56,171.2960
313.43,171.3280
313.49,171.3600
313.55,171.3920
313.61,171.4240
313.66,171.4560
313.72,171.4880
313.78,171.5200
313.84,171.5520
313.71,171.5840
313.77,171.6160
313.65,171.6480
313.70,171.6800
313.76,171.7120
313.64,171.7440
313.70,171.7760
313.75,171.8080
313.63,171.8400
313.69,171.8720
313.74,171.9040
313.62,171.9360
313.68,171.9680
313.74,172.0000
313.61,172.0320
313.67,172.0640
313.73,172.0960
313.78,172.1280
313.84,172.1600
313.72,172.1920
313.78,172.2240
313.83,172.2560
313.71,172.2880
313.77,172.3200
313.82,172.3520
313.88,172.3840
313.76,172.4160
313.82,172.4480
313.87,172.4800
313.75,172.5120
313.81,172.5440
313.68,172.5760
313.74,172.6080
313.80,172.6400
313.67,172.6720
313.73,172.7040
313.79,172.7360
313.85,172.7680
313.72,172.8000
313.78,172.8320
313.84,172.8640
313.90,172.8960
313.95,172.9280
314.01,172.9600
313.89,172.9920
313.94,173.0240
314.00,173.0560
314.06,173.0880
313.93,173.1200
313.99,173.1520
314.05,173.1840
313.93,173.2160
313.98,173.2480
313.86,173.2800
313.92,173.3120
313.97,173.3440
313.85,173.3760
313.91,173.4080
313.97,173.4400
313.84,173.4720
313.90,173.5040
313.96,173.5360
314.01,173.5680
314.07,173.6000
314.13,173.6320
314.00,173.6640
314.06,173.6960
314.12,173.7280
314.00,173.7600
314.05,173.7920
314.11,173.8240
313.99,173.8560
314.04,173.8880
314.10,173.9200
314.16,173.9520
314.04,173.9840
314.09,174.0160
313.97,174.0480
314.03,174.0800
313.90,174.1120
313.96,174.1440
314.02,174.1760
313.89,174.2080
313.95,174.2400
314.01,174.2720
314.07,174.3040
314.12,174.3360
314.00,174.3680
314.06,174.4000
314.11,174.4320
314.17,174.4640
314.23,174.4960
314.10,174.5280
314.16,174.5600
314.22,174.5920
314.28,174.6240
314.15,174.6560
314.21,174.6880
314.27,174.7200
314.14,174.7520
314.20,174.7840
314.26,174.8160
314.13,174.8480
314.19,174.8800
314.07,174.9120
314.13,174.9440
314.00,174.9760
314.06,175.0080
314.12,175.0400
314.17,175.0720
314.23,175.1040
314.29,175.1360
314.35,175.1680
314.22,175.2000
314.28,175.2320
314.15,175.2640
314.21,175.2960
314.27,175.3280
314.15,175.3600
314.20,175.3920
314.08,175.4240
314.14,175.4560
314.19,175.4880
314.25,175.5200
314.31,175.5520
314.37,175.5840
314.24,175.6160
314.30,175.6480
314.36,175.6800
314.23,175.7120
314.29,175.7440
314.17,175.7760
314.22,175.8080
314.28,175.8400
314.16,175.8720
314.21,175.9040
314.27,175.9360
314.33,175.9680
314.21,176.0000
314.26,176.0320
314.32,176.0640
314.20,176.0960
314.25,176.1280
314.31,176.1600
314.19,176.1920
314.06,176.2240
314.12,176.2560
314.18,176.2880
314.05,176.3200
314.11,176.3520
314.17,176.3840
314.05,176.4160
314.10,176.4480
313.98,176.4800
314.04,176.5120
314.09,176.5440
313.97,176.5760
314.03,176.6080
314.08,176.6400
313.96,176.6720
314.02,176.7040
313.90,176.7360
313.95,176.7680
314.01,176.8000
314.07,176.8320
313.94,176.8640
314.00,176.8960
314.06,176.9280
313.76,176.9600
313.81,176.9920
313.87,177.0240
313.75,177.0560
313.80,177.0880
313.68,177.1200
313.74,177.1520
313.62,177.1840
313.67,177.2160
313.73,177.2480
313.79,177.2800
313.66,177.3120
313.72,177.3440
313.78,177.3760
313.65,177.4080
313.71,177.4400
313.77,177.4720
313.82,177.5040
313.88,177.5360
313.94,177.5680
313.99,177.6000
314.05,177.6320
313.93,177.6640
313.98,177.6960
313.86,177.7280
313.92,177.7600
313.98,177.7920
313.85,177.8240
313.91,177.8560
313.79,177.8880
313.84,177.9200
313.72,177.9520
313.78,177.9840
313.66,178.0160
313.71,178.0480
313.77,178.0800
313.65,178.1120
313.71,178.1440
313.76,178.1760
313.82,178.2080
313.87,178.2400
313.75,178.2720
313.81,178.3040
313.69,178.3360
313.74,178.3680
313.80,178.4000
313.86,178.4320
313.91,178.4640
313.79,178.4960
313.85,178.5280
313.90,178.5600
313.96,178.5920
313.84,178.6240
313.90,178.6560
313.95,178.6880
314.01,178.7200
314.06,178.7520
313.94,178.7840
314.00,178.8160
314.06,178.8480
313.93,178.8800
313.99,178.9120
313.87,178.9440
313.93,178.9760
313.98,179.0080
314.04,179.0400
313.92,179.0720
313.97,179.1040
314.03,179.1360
314.08,179.1680
314.14,179.2000
314.20,179.2320
314.08,179.2640
314.13,179.2960
314.19,179.3280
314.07,179.3600
314.12,179.3920
314.18,179.4240
314.06,179.4560
314.11,179.4880
314.17,179.5200
314.23,179.5520
314.10,179.5840
314.16,179.6160
314.22,179.6480
314.10,179.6800
314.15,179.7120
314.21,179.7440
314.09,179.7760
314.14,179.8080
314.20,179.8400
314.08,179.8720
314.13,179.9040
314.01,179.9360
314.07,179.9680
313.95,180.0000
314.00,180.0320
314.06,180.0640
314.12,180.0960
314.17,180.1280
314.23,180.1600
314.11,180.1920
313.99,180.2240
314.04,180.2560
313.92,180.2880
313.98,180.3200
313.86,180.3520
313.91,180.3840
313.79,180.4160
313.85,180.4480
313.90,180.4800
313.96,180.5120
313.84,180.5440
313.90,180.5760
313.78,180.6080
313.83,180.6400
313.89,180.6720
313.77,180.7040
313.82,180.7360
313.88,180.7680
313.76,180.8000
313.81,180.8320
313.87,180.8640
313.92,180.8960
313.98,180.9280
313.86,180.9600
313.92,180.9920
313.97,181.0240
314.03,181.0560
314.08,181.0880
313.96,181.1200
314.02,181.1520
313.90,181.1840
313.95,181.2160
314.01,181.2480
314.06,181.2800
313.95,181.3120
314.00,181.3440
314.06,181.3760
314.11,181.4080
314.17,181.4400
314.22,181.4720
314.28,181.5040
314.33,181.5360
314.21,181.5680
314.27,181.6000
314.15,181.6320
314.20,181.6640
314.08,181.6960
314.14,181.7280
314.20,181.7600
314.25,181.7920
314.31,181.8240
314.19,181.8560
314.24,181.8880
314.30,181.9200
314.35,181.9520
314.41,181.9840
314.29,182.0160
314.34,182.0480
314.40,182.0800
314.28,182.1120
314.33,182.1440
314.39,182.1760
314.27,182.2080
314.33,182.2400
314.21,182.2720
314.26,182.3040
314.32,182.3360
314.37,182.3680
314.25,182.4000
314.31,182.4320
314.36,182.4640
314.24,182.4960
314.30,182.5280
314.35,182.5600
314.23,182.5920
314.29,182.6240
314.34,182.6560
314.23,182.6880
314.28,182.7200
314.34,182.7520
314.39,182.7840
314.45,182.8160
314.33,182.8480
314.38,182.8800
314.26,182.9120
314.32,182.9440
314.37,182.9760
314.25,183.0080
314.14,183.0400
314.19,183.0720
314.25,183.1040
314.30,183.1360
314.36,183.1680
314.24,183.2000
314.29,183.2320
314.35,183.2640
314.40,183.2960
314.28,183.3280
314.34,183.3600
314.39,183.3920
314.27,183.4240
314.33,183.4560
314.21,183.4880
314.26,183.5200
314.32,183.5520
314.37,183.5840
314.26,183.6160
314.31,183.6480
314.37,183.6800
314.42,183.7120
314.48,183.7440
314.53,183.7760
314.58,183.8080
314.64,183.8400
314.52,183.8720
314.58,183.9040
314.63,183.9360
314.51,183.9680
314.57,184.0000
314.62,184.0320
314.50,184.0640
314.56,184.0960
314.61,184.1280
314.67,184.1600
314.72,184.1920
314.60,184.2240
314.66,184.2560
314.71,184.2880
314.59,184.3200
314.65,184.3520
314.53,184.3840
314.59,184.4160
314.64,184.4480
314.52,184.4800
314.58,184.5120
314.63,184.5440
314.69,184.5760
314.74,184.6080
314.62,184.6400
314.68,184.6720
314.73,184.7040
314.61,184.7360
314.49,184.7680
314.55,184.8000
314.60,184.8320
314.49,184.8640
314.54,184.8960
314.59,184.9280
314.65,184.9600
314.70,184.9920
314.59,185.0240
314.64,185.0560
314.52,185.0880
314.58,185.1200
314.63,185.1520
314.51,185.1840
314.57,185.2160
314.62,185.2480
314.68,185.2800
314.56,185.3120
314.61,185.3440
314.67,185.3760
314.55,185.4080
314.60,185.4400
314.66,185.4720
314.54,185.5040
314.60,185.5360
314.48,185.5680
314.53,185.6000
314.59,185.6320
314.47,185.6640
314.52,185.6960
314.58,185.7280
314.63,185.7600
314.69,185.7920
314.57,185.8240
314.62,185.8560
314.68,185.8880
314.73,185.9200
314.61,185.9520
314.67,185.9840
314.72,186.0160
314.78,186.0480
314.66,186.0800
314.71,186.1120
314.77,186.1440
314.82,186.1760
314.88,186.2080
314.93,186.2400
314.98,186.2720
315.04,186.3040
314.92,186.3360
314.97,186.3680
315.03,186.4000
315.08,186.4320
315.14,186.4640
315.02,186.4960
315.07,186.5280
315.13,186.5600
315.01,186.5920
315.06,186.6240
315.12,186.6560
315.17,186.6880
315.23,186.7200
315.28,186.7520
315.16,186.7840
315.22,186.8160
315.10,186.8480
315.15,186.8800
315.04,186.9120
314.92,186.9440
314.97,186.9760
315.03,187.0080
314.91,187.0400
314.96,187.0720
314.85,187.1040
314.90,187.1360
314.96,187.1680
315.01,187.2000
315.06,187.2320
314.95,187.2640
315.00,187.2960
315.05,187.3280
315.11,187.3600
314.99,187.3920
315.05,187.4240
315.10,187.4560
314.98,187.4880
315.04,187.5200
315.09,187.5520
314.97,187.5840
315.03,187.6160
314.91,187.6480
314.96,187.6800
315.02,187.7120
315.07,187.7440
315.13,187.7760
315.01,187.8080
315.06,187.8400
315.12,187.8720
315.17,187.9040
315.22,187.9360
315.11,187.9680
315.16,188.0000
315.21,188.0320
315.27,188.0640
315.32,188.0960
315.21,188.1280
315.26,188.1600
315.31,188.1920
315.37,188.2240
315.42,188.2560
315.47,188.2880
315.36,188.3200
315.41,188.3520
315.46,188.3840
315.35,188.4160
315.40,188.4480
315.28,188.4800
315.34,188.5120
315.39,188.5440
315.28,188.5760
315.33,188.6080
315.21,188.6400
315.10,188.6720
315.15,188.7040
315.20,188.7360
315.09,188.7680
315.14,188.8000
315.03,188.8320
315.08,188.8640
314.96,188.8960
314.85,188.9280
314.90,188.9600
314.95,188.9920
314.84,189.0240
314.89,189.0560
314.95,189.0880
314.83,189.1200
314.71,189.1520
314.77,189.1840
314.65,189.2160
314.71,189.2480
314.59,189.2800
314.64,189.3120
314.70,189.3440
314.75,189.3760
314.63,189.4080
314.69,189.4400
314.57,189.4720
314.63,189.5040
314.51,189.5360
314.56,189.5680
314.62,189.6000
314.67,189.6320
314.56,189.6640
314.61,189.6960
314.66,189.7280
314.55,189.7600
314.43,189.7920
314.48,189.8240
314.54,189.8560
314.42,189.8880
314.48,189.9200
314.53,189.9520
314.58,189.9840
314.47,190.0160
314.52,190.0480
314.57,190.0800
314.63,190.1120
314.51,190.1440
314.56,190.1760
314.62,190.2080
314.50,190.2400
314.56,190.2720
314.44,190.3040
314.33,190.3360
314.38,190.3680
314.43,190.4000
314.32,190.4320
