1.17,0.0000
1.17,0.0032
1.17,0.0064
1.17,0.0096
1.17,0.0128
1.17,0.0160
1.17,0.0192
1.17,0.0224
1.17,0.0256
1.17,0.0288
1.17,0.0320
1.17,0.0352
1.17,0.0384
1.17,0.0416
1.17,0.0448
1.19,0.0480
1.19,0.0512
1.19,0.0544
1.19,0.0576
1.19,0.0608
1.19,0.0640
1.19,0.0672
1.21,0.0704
1.21,0.0736
1.21,0.0768
1.21,0.0800
1.21,0.0832
1.19,0.0864
1.19,0.0896
1.19,0.0928
1.19,0.0960
1.19,0.0992
1.19,0.1024
1.19,0.1056
1.19,0.1088
1.19,0.1120
1.19,0.1152
1.19,0.1184
1.21,0.1216
1.21,0.1248
1.19,0.1280
1.19,0.1312
1.19,0.1344
1.19,0.1376
1.19,0.1408
1.17,0.1440
1.19,0.1472
1.19,0.1504
1.19,0.1536
1.19,0.1568
1.19,0.1600
1.19,0.1632
1.19,0.1664
1.19,0.1696
1.19,0.1728
1.19,0.1760
1.19,0.1792
1.19,0.1824
1.19,0.1856
1.19,0.1888
1.19,0.1920
1.19,0.1952
1.19,0.1984
1.19,0.2016
1.19,0.2048
1.19,0.2080
1.19,0.2112
1.17,0.2144
1.17,0.2176
1.17,0.2208
1.19,0.2240
1.19,0.2272
1.17,0.2304
1.17,0.2336
1.15,0.2368
1.15,0.2400
1.15,0.2432
1.15,0.2464
1.15,0.2496
1.15,0.2528
1.15,0.2560
1.17,0.2592
1.17,0.2624
1.17,0.2656
1.17,0.2688
1.17,0.2720
1.17,0.2752
1.17,0.2784
1.17,0.2816
1.17,0.2848
1.17,0.2880
1.17,0.2912
1.19,0.2944
1.17,0.2976
1.17,0.3008
1.17,0.3040
1.17,0.3072
1.17,0.3104
1.19,0.3136
1.17,0.3168
1.17,0.3200
1.17,0.3232
1.17,0.3264
1.17,0.3296
1.17,0.3328
1.17,0.3360
1.19,0.3392
1.19,0.3424
1.19,0.3456
1.17,0.3488
1.19,0.3520
1.19,0.3552
1.17,0.3584
1.17,0.3616
1.17,0.3648
1.17,0.3680
1.17,0.3712
1.17,0.3744
1.17,0.3776
1.17,0.3808
1.17,0.3840
1.17,0.3872
1.17,0.3904
1.19,0.3936
1.17,0.3968
1.19,0.4000
1.19,0.4032
1.19,0.4064
1.19,0.4096
1.19,0.4128
1.19,0.4160
1.19,0.4192
1.19,0.4224
1.19,0.4256
1.19,0.4288
1.19,0.4320
1.19,0.4352
1.19,0.4384
1.21,0.4416
1.21,0.4448
1.21,0.4480
1.21,0.4512
1.19,0.4544
1.19,0.4576
1.19,0.4608
1.19,0.4640
1.19,0.4672
1.19,0.4704
1.19,0.4736
1.19,0.4768
1.19,0.4800
1.21,0.4832
1.19,0.4864
1.19,0.4896
1.21,0.4928
1.21,0.4960
1.21,0.4992
1.21,0.5024
1.21,0.5056
1.21,0.5088
1.21,0.5120
1.21,0.5152
1.21,0.5184
1.21,0.5216
1.21,0.5248
1.21,0.5280
1.21,0.5312
1.21,0.5344
1.19,0.5376
1.19,0.5408
1.19,0.5440
1.19,0.5472
1.21,0.5504
1.21,0.5536
1.21,0.5568
1.21,0.5600
1.21,0.5632
1.21,0.5664
1.21,0.5696
1.19,0.5728
1.19,0.5760
1.19,0.5792
1.19,0.5824
1.19,0.5856
1.19,0.5888
1.19,0.5920
1.19,0.5952
1.19,0.5984
1.21,0.6016
1.21,0.6048
1.19,0.6080
1.19,0.6112
1.21,0.6144
1.21,0.6176
1.21,0.6208
1.21,0.6240
1.21,0.6272
1.21,0.6304
1.21,0.6336
1.21,0.6368
1.23,0.6400
1.23,0.6432
1.25,0.6464
1.23,0.6496
1.23,0.6528
1.23,0.6560
1.23,0.6592
1.23,0.6624
1.23,0.6656
1.21,0.6688
1.23,0.6720
1.23,0.6752
1.23,0.6784
1.23,0.6816
1.23,0.6848
1.21,0.6880
1.23,0.6912
1.23,0.6944
1.23,0.6976
1.21,0.7008
1.23,0.7040
1.23,0.7072
1.23,0.7104
1.25,0.7136
1.25,0.7168
1.25,0.7200
1.25,0.7232
1.25,0.7264
1.25,0.7296
1.25,0.7328
1.25,0.7360
1.25,0.7392
1.25,0.7424
1.25,0.7456
1.25,0.7488
1.25,0.7520
1.23,0.7552
1.23,0.7584
1.21,0.7616
1.23,0.7648
1.23,0.7680
1.23,0.7712
1.21,0.7744
1.21,0.7776
1.21,0.7808
1.23,0.7840
1.23,0.7872
1.23,0.7904
1.23,0.7936
1.23,0.7968
1.23,0.8000
1.23,0.8032
1.23,0.8064
1.23,0.8096
1.23,0.8128
1.21,0.8160
1.21,0.8192
1.21,0.8224
1.23,0.8256
1.23,0.8288
1.23,0.8320
1.21,0.8352
1.21,0.8384
1.19,0.8416
1.19,0.8448
1.19,0.8480
1.19,0.8512
1.19,0.8544
1.21,0.8576
1.21,0.8608
1.23,0.8640
1.23,0.8672
1.23,0.8704
1.23,0.8736
1.21,0.8768
1.21,0.8800
1.21,0.8832
1.21,0.8864
1.21,0.8896
1.21,0.8928
1.23,0.8960
1.23,0.8992
1.23,0.9024
1.23,0.9056
1.23,0.9088
1.23,0.9120
1.21,0.9152
1.21,0.9184
1.21,0.9216
1.21,0.9248
1.21,0.9280
1.21,0.9312
1.21,0.9344
1.21,0.9376
1.21,0.9408
1.21,0.9440
1.21,0.9472
1.21,0.9504
1.21,0.9536
1.19,0.9568
1.19,0.9600
1.19,0.9632
1.19,0.9664
1.19,0.9696
1.19,0.9728
1.19,0.9760
1.19,0.9792
1.19,0.9824
1.19,0.9856
1.19,0.9888
1.19,0.9920
1.19,0.9952
1.19,0.9984
1.21,1.0016
1.21,1.0048
1.19,1.0080
1.19,1.0112
1.19,1.0144
1.21,1.0176
1.21,1.0208
1.21,1.0240
1.21,1.0272
1.19,1.0304
1.19,1.0336
1.19,1.0368
1.19,1.0400
1.19,1.0432
1.21,1.0464
1.21,1.0496
1.21,1.0528
1.21,1.0560
1.19,1.0592
1.21,1.0624
1.21,1.0656
1.21,1.0688
1.21,1.0720
1.21,1.0752
1.21,1.0784
1.21,1.0816
1.19,1.0848
1.21,1.0880
1.21,1.0912
1.21,1.0944
1.21,1.0976
1.19,1.1008
1.19,1.1040
1.19,1.1072
1.21,1.1104
1.21,1.1136
1.21,1.1168
1.19,1.1200
1.19,1.1232
1.19,1.1264
1.21,1.1296
1.19,1.1328
1.19,1.1360
1.19,1.1392
1.19,1.1424
1.19,1.1456
1.19,1.1488
1.19,1.1520
1.19,1.1552
1.17,1.1584
1.19,1.1616
1.19,1.1648
1.17,1.1680
1.17,1.1712
1.17,1.1744
1.17,1.1776
1.17,1.1808
1.17,1.1840
1.19,1.1872
1.17,1.1904
1.17,1.1936
1.19,1.1968
1.19,1.2000
1.19,1.2032
1.19,1.2064
1.19,1.2096
1.19,1.2128
1.19,1.2160
1.19,1.2192
1.19,1.2224
1.19,1.2256
1.19,1.2288
1.17,1.2320
1.17,1.2352
1.17,1.2384
1.17,1.2416
1.17,1.2448
1.17,1.2480
1.17,1.2512
1.17,1.2544
1.17,1.2576
1.17,1.2608
1.17,1.2640
1.17,1.2672
1.17,1.2704
1.15,1.2736
1.15,1.2768
1.17,1.2800
1.17,1.2832
1.17,1.2864
1.15,1.2896
1.15,1.2928
1.15,1.2960
1.17,1.2992
1.15,1.3024
1.15,1.3056
1.15,1.3088
1.15,1.3120
1.17,1.3152
1.17,1.3184
1.17,1.3216
1.17,1.3248
