1.1499487433234397,0.0000
1.1540567603760898,0.0032
1.1584155835768575,0.0064
1.1629835091187248,0.0096
1.1673284557875097,0.0128
1.1707449519121262,0.0160
1.1724729813306938,0.0192
1.1719078467891988,0.0224
1.1687792015172092,0.0256
1.1632998276296072,0.0288
1.1562287460896852,0.0320
1.1487660378545415,0.0352
1.1422560422518027,0.0384
1.1377724283432304,0.0416
1.1357413257984807,0.0448
1.1358050474777828,0.0480
1.1370632615013874,0.0512
1.1385960278067437,0.0544
1.1399358676630396,0.0576
1.1411897392670796,0.0608
1.1428181538131887,0.0640
1.1453162344730035,0.0672
1.148977769035823,0.0704
1.1537400156648556,0.0736
1.1590851057874254,0.0768
1.1640855082369597,0.0800
1.1676911545891442,0.0832
1.1691886766205013,0.0864
1.1685878018279539,0.0896
1.1666804385837397,0.0928
1.164673410368622,0.0960
1.163522645702313,0.0992
1.1633160089774666,0.1024
1.1631369760163193,0.1056
1.161622442562029,0.1088
1.1579433525549334,0.1120
1.1525561411776,0.1152
1.1471639989341964,0.1184
1.1438543227146758,0.1216
1.143948560999592,0.1248
1.1473075116851046,0.1280
1.1525205994354237,0.1312
1.1577736809621857,0.1344
1.1617352035801798,0.1376
1.1639209893106495,0.1408
1.164534074191801,0.1440
1.1641509032781516,0.1472
1.1635237391003883,0.1504
1.1634650724307927,0.1536
1.164682791484482,0.1568
1.167565674116127,0.1600
1.172025010893185,0.1632
1.1774771886178403,0.1664
1.1829942393410904,0.1696
1.1875943585055753,0.1728
1.1905674103562096,0.1760
1.1916894313339388,0.1792
1.1912486336457204,0.1824
1.1899237878088484,0.1856
1.1886043145499035,0.1888
1.1881990694394715,0.1920
1.189426842723766,0.1952
1.1925894793663134,0.1984
1.197396003152679,0.2016
1.2029547689031794,0.2048
1.2079962304536465,0.2080
1.2112509974914913,0.2112
1.2118163974337517,0.2144
1.2093810153843971,0.2176
1.2042706500612044,0.2208
1.1973335337195357,0.2240
1.1897038922487422,0.2272
1.1825091220066302,0.2304
1.1765990954311865,0.2336
1.1723666852823071,0.2368
1.1697236757418463,0.2400
1.1682725054707885,0.2432
1.1676211030472463,0.2464
1.1676713009463089,0.2496
1.1686853863547357,0.2528
1.1710461638117324,0.2560
1.1748161358728821,0.2592
1.1793637238812702,0.2624
1.1833441858170808,0.2656
1.1851384031176904,0.2688
1.1835524498065257,0.2720
1.1783953506617004,0.2752
1.1706403417931155,0.2784
1.1621320895466494,0.2816
1.154992839699316,0.2848
1.1509266430830911,0.2880
1.1506226532932147,0.2912
1.1534690972466046,0.2944
1.1577455372666374,0.2976
1.1613072597862424,0.3008
1.1625341517717536,0.3040
1.1610985987044125,0.3072
1.158103436942936,0.3104
1.1554594305776908,0.3136
1.1548418318583993,0.3168
1.1568355388976375,0.3200
1.1607428216243698,0.3232
1.1650981372522442,0.3264
1.1685175373355727,0.3296
1.1703714689205205,0.3328
1.1709554561837083,0.3360
1.1711615934508526,0.3392
1.1719010122650821,0.3424
1.173602077534375,0.3456
1.1760372440055482,0.3488
1.1785540700119088,0.3520
1.1805496529529684,0.3552
1.181859661696851,0.3584
1.1827950960584381,0.3616
1.1838393474337834,0.3648
